ID,DistrictsAndNeighborhoods,MunicipalityName,RegionType,RegionCode,BoundaryChange,Population,TotalPropertyDamageAndViolence_Index,TotalPropertyCrimes,TotalTheft,BicycleTheft,TheftOtherVehicles,TheftFromVehicles,PickpocketingAndRobbery,TotalTheftHomeShedEtc,TheftNonResidentialBuildings,OtherTheftBurglary,OtherPropertyCrimes,TotalVandalismPublicOrder,TotalVandalism,CarVandalism,OtherVandalism,OtherPublicOrderVandalism,TotalViolentAndSexualCrimes,Assault,ThreatsAndStalking,OtherViolentAndSexualCrimes,TotalPropertyDamageAndViolence_Rate,TotalPropertyCrimes_Rate,TotalTheftHomeShed_Rate,VandalismPublicOrder_Rate,ViolentAndSexualCrimes_Rate
13180,BU19041004,Stichtse Vecht                ,Buurt   ,BU19041004,       1,0,,,,,,,,,,,,,,,,,,,,,,,,,
13181,WK190411  ,Stichtse Vecht                ,Wijk    ,WK190411  ,       1,625,57.0,55.0,53.0,4.0,1.0,44.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,88.0,2.0,3.0,0.0
13182,BU19041101,Stichtse Vecht                ,Buurt   ,BU19041101,       1,625,57.0,55.0,53.0,4.0,1.0,44.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,88.0,2.0,3.0,0.0
13183,WK190412  ,Stichtse Vecht                ,Wijk    ,WK190412  ,       1,22895,567.0,374.0,267.0,62.0,20.0,62.0,4.0,40.0,38.0,41.0,107.0,122.0,99.0,53.0,46.0,23.0,71.0,33.0,26.0,12.0,25.0,16.0,2.0,4.0,3.0
13184,BU19041201,Stichtse Vecht                ,Buurt   ,BU19041201,       1,45,28.0,20.0,19.0,8.0,3.0,6.0,0.0,1.0,0.0,1.0,1.0,7.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,,,,,
13185,BU19041202,Stichtse Vecht                ,Buurt   ,BU19041202,       1,55,30.0,27.0,22.0,1.0,0.0,12.0,0.0,0.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,545.0,491.0,0.0,36.0,0.0
13186,BU19041203,Stichtse Vecht                ,Buurt   ,BU19041203,       1,2405,33.0,21.0,16.0,3.0,2.0,3.0,0.0,5.0,1.0,2.0,5.0,10.0,7.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,14.0,9.0,2.0,3.0,1.0
13187,BU19041204,Stichtse Vecht                ,Buurt   ,BU19041204,       1,1675,28.0,19.0,11.0,4.0,0.0,2.0,0.0,1.0,2.0,2.0,8.0,6.0,6.0,5.0,1.0,0.0,3.0,0.0,1.0,2.0,17.0,11.0,1.0,4.0,2.0
13188,BU19041205,Stichtse Vecht                ,Buurt   ,BU19041205,       1,2125,27.0,21.0,13.0,1.0,3.0,2.0,0.0,1.0,1.0,5.0,8.0,4.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,13.0,10.0,0.0,2.0,1.0
13189,BU19041206,Stichtse Vecht                ,Buurt   ,BU19041206,       1,2715,43.0,26.0,7.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,19.0,11.0,11.0,10.0,1.0,0.0,6.0,3.0,3.0,0.0,16.0,10.0,1.0,4.0,2.0
13190,BU19041207,Stichtse Vecht                ,Buurt   ,BU19041207,       1,2055,28.0,19.0,11.0,0.0,1.0,1.0,0.0,5.0,1.0,3.0,8.0,6.0,5.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,14.0,9.0,2.0,2.0,1.0
13191,BU19041208,Stichtse Vecht                ,Buurt   ,BU19041208,       1,2320,51.0,27.0,20.0,1.0,2.0,9.0,0.0,5.0,1.0,2.0,7.0,9.0,7.0,5.0,2.0,2.0,15.0,8.0,3.0,4.0,22.0,12.0,2.0,3.0,6.0
13192,BU19041209,Stichtse Vecht                ,Buurt   ,BU19041209,       1,1640,31.0,15.0,6.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,9.0,9.0,9.0,3.0,6.0,0.0,7.0,3.0,4.0,0.0,19.0,9.0,1.0,5.0,4.0
13193,BU19041210,Stichtse Vecht                ,Buurt   ,BU19041210,       1,1820,29.0,14.0,7.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,7.0,6.0,3.0,1.0,2.0,3.0,9.0,5.0,2.0,2.0,16.0,8.0,1.0,2.0,5.0
13194,BU19041211,Stichtse Vecht                ,Buurt   ,BU19041211,       1,1065,23.0,17.0,12.0,1.0,0.0,6.0,0.0,2.0,0.0,3.0,5.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,2.0,6.0,0.0
13195,BU19041212,Stichtse Vecht                ,Buurt   ,BU19041212,       1,1415,21.0,13.0,8.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,5.0,5.0,5.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,15.0,9.0,1.0,4.0,2.0
13196,BU19041213,Stichtse Vecht                ,Buurt   ,BU19041213,       1,1490,49.0,26.0,15.0,3.0,0.0,3.0,1.0,6.0,0.0,2.0,11.0,17.0,12.0,2.0,10.0,5.0,6.0,2.0,4.0,0.0,33.0,17.0,4.0,8.0,4.0
13197,BU19041214,Stichtse Vecht                ,Buurt   ,BU19041214,       1,1025,129.0,99.0,93.0,38.0,3.0,10.0,3.0,4.0,26.0,9.0,6.0,19.0,14.0,8.0,6.0,5.0,11.0,5.0,5.0,1.0,126.0,97.0,4.0,14.0,11.0
13198,BU19041215,Stichtse Vecht                ,Buurt   ,BU19041215,       1,1075,17.0,10.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,16.0,9.0,3.0,3.0,3.0
13199,GM0617    ,Strijen                       ,Gemeente,GM0617    ,       .,8793,123.0,88.0,56.0,6.0,3.0,23.0,0.0,6.0,5.0,13.0,32.0,11.0,8.0,5.0,3.0,3.0,24.0,9.0,7.0,8.0,14.0,10.0,1.0,1.0,3.0
13200,WK061700  ,Strijen                       ,Wijk    ,WK061700  ,       1,8790,123.0,88.0,56.0,6.0,3.0,23.0,0.0,6.0,5.0,13.0,32.0,11.0,8.0,5.0,3.0,3.0,24.0,9.0,7.0,8.0,14.0,10.0,1.0,1.0,3.0
13201,BU06170001,Strijen                       ,Buurt   ,BU06170001,       1,790,19.0,12.0,9.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,24.0,15.0,0.0,1.0,5.0
13202,BU06170002,Strijen                       ,Buurt   ,BU06170002,       1,1340,20.0,16.0,10.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,6.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,15.0,12.0,2.0,1.0,1.0
13203,BU06170003,Strijen                       ,Buurt   ,BU06170003,       1,1485,10.0,8.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,5.0,0.0,0.0,1.0
13204,BU06170004,Strijen                       ,Buurt   ,BU06170004,       1,1620,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0
13205,BU06170005,Strijen                       ,Buurt   ,BU06170005,       1,1305,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,1.0
13206,BU06170007,Strijen                       ,Buurt   ,BU06170007,       1,20,10.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,
13207,BU06170008,Strijen                       ,Buurt   ,BU06170008,       1,405,23.0,22.0,20.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,57.0,54.0,0.0,0.0,2.0
13208,BU06170009,Strijen                       ,Buurt   ,BU06170009,       1,450,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,11.0,4.0,2.0,0.0,7.0
13209,BU06170010,Strijen                       ,Buurt   ,BU06170010,       1,200,5.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,5.0,0.0,0.0
13210,BU06170011,Strijen                       ,Buurt   ,BU06170011,       1,80,,,,,,,,,,,,,,,,,,,,,,,,,
13211,BU06170012,Strijen                       ,Buurt   ,BU06170012,       1,615,10.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,16.0,8.0,2.0,3.0,5.0
13212,BU06170013,Strijen                       ,Buurt   ,BU06170013,       1,370,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,3.0,0.0
13213,BU06170014,Strijen                       ,Buurt   ,BU06170014,       1,90,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,44.0,0.0,0.0,0.0,44.0
13214,GM1900    ,Súdwest-Fryslân               ,Gemeente,GM1900    ,       .,89583,2396.0,1492.0,1069.0,161.0,47.0,152.0,29.0,203.0,217.0,260.0,423.0,540.0,441.0,207.0,234.0,99.0,364.0,230.0,86.0,48.0,27.0,17.0,2.0,5.0,4.0
13215,WK190000  ,Súdwest-Fryslân               ,Wijk    ,WK190000  ,       1,10145,235.0,138.0,99.0,13.0,2.0,5.0,2.0,21.0,24.0,32.0,39.0,54.0,46.0,14.0,32.0,8.0,43.0,32.0,7.0,4.0,23.0,14.0,2.0,5.0,4.0
13216,BU19000000,Súdwest-Fryslân               ,Buurt   ,BU19000000,       1,1520,64.0,38.0,30.0,2.0,1.0,1.0,1.0,1.0,14.0,10.0,8.0,15.0,13.0,3.0,10.0,2.0,11.0,11.0,0.0,0.0,42.0,25.0,1.0,9.0,7.0
13217,BU19000001,Súdwest-Fryslân               ,Buurt   ,BU19000001,       1,1815,50.0,23.0,19.0,5.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,19.0,16.0,3.0,13.0,3.0,8.0,6.0,1.0,1.0,28.0,13.0,2.0,9.0,4.0
13218,BU19000002,Súdwest-Fryslân               ,Buurt   ,BU19000002,       1,2270,53.0,33.0,22.0,5.0,0.0,2.0,0.0,9.0,1.0,5.0,11.0,14.0,12.0,8.0,4.0,2.0,6.0,4.0,0.0,2.0,23.0,15.0,4.0,5.0,3.0
13219,BU19000003,Súdwest-Fryslân               ,Buurt   ,BU19000003,       1,415,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,5.0,0.0,0.0,7.0
13220,BU19000004,Súdwest-Fryslân               ,Buurt   ,BU19000004,       1,3975,48.0,29.0,18.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,11.0,5.0,4.0,0.0,4.0,1.0,14.0,7.0,6.0,1.0,12.0,7.0,2.0,1.0,4.0
13221,BU19000009,Súdwest-Fryslân               ,Buurt   ,BU19000009,       1,165,15.0,13.0,10.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,91.0,79.0,0.0,6.0,6.0
13222,WK190001  ,Súdwest-Fryslân               ,Wijk    ,WK190001  ,       1,33960,1379.0,828.0,633.0,118.0,28.0,69.0,25.0,115.0,148.0,130.0,195.0,350.0,282.0,155.0,127.0,68.0,201.0,133.0,42.0,26.0,41.0,24.0,3.0,8.0,6.0
13223,BU19000101,Súdwest-Fryslân               ,Buurt   ,BU19000101,       1,1140,282.0,170.0,150.0,35.0,4.0,8.0,17.0,4.0,51.0,31.0,20.0,56.0,32.0,16.0,16.0,24.0,56.0,51.0,1.0,4.0,247.0,149.0,4.0,28.0,49.0
13224,BU19000102,Súdwest-Fryslân               ,Buurt   ,BU19000102,       1,805,93.0,69.0,60.0,19.0,0.0,2.0,4.0,4.0,21.0,10.0,9.0,13.0,11.0,2.0,9.0,2.0,11.0,7.0,3.0,1.0,116.0,86.0,5.0,14.0,14.0
13225,BU19000103,Súdwest-Fryslân               ,Buurt   ,BU19000103,       1,1235,81.0,48.0,41.0,6.0,4.0,4.0,0.0,12.0,8.0,7.0,7.0,16.0,13.0,9.0,4.0,3.0,17.0,7.0,5.0,5.0,66.0,39.0,10.0,11.0,14.0
13226,BU19000104,Súdwest-Fryslân               ,Buurt   ,BU19000104,       1,1510,65.0,41.0,32.0,3.0,0.0,6.0,1.0,13.0,1.0,8.0,9.0,19.0,19.0,12.0,7.0,0.0,5.0,3.0,1.0,1.0,43.0,27.0,9.0,13.0,3.0
13227,BU19000105,Súdwest-Fryslân               ,Buurt   ,BU19000105,       1,3260,135.0,77.0,63.0,7.0,2.0,10.0,0.0,10.0,20.0,14.0,14.0,29.0,17.0,7.0,10.0,12.0,29.0,18.0,9.0,2.0,41.0,24.0,3.0,5.0,9.0
13228,BU19000106,Súdwest-Fryslân               ,Buurt   ,BU19000106,       1,1750,86.0,49.0,41.0,16.0,2.0,13.0,0.0,7.0,0.0,3.0,8.0,36.0,35.0,18.0,17.0,1.0,1.0,0.0,0.0,1.0,49.0,28.0,4.0,20.0,1.0
13229,BU19000107,Súdwest-Fryslân               ,Buurt   ,BU19000107,       1,2030,26.0,13.0,10.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,3.0,8.0,5.0,5.0,0.0,3.0,5.0,3.0,2.0,0.0,13.0,6.0,3.0,2.0,2.0
13230,BU19000108,Súdwest-Fryslân               ,Buurt   ,BU19000108,       1,565,35.0,32.0,27.0,1.0,0.0,3.0,0.0,4.0,16.0,3.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,62.0,57.0,7.0,4.0,2.0
13231,BU19000109,Súdwest-Fryslân               ,Buurt   ,BU19000109,       1,845,33.0,17.0,16.0,5.0,2.0,2.0,0.0,3.0,1.0,3.0,1.0,15.0,14.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,39.0,20.0,4.0,17.0,1.0
13232,BU19000110,Súdwest-Fryslân               ,Buurt   ,BU19000110,       1,3005,60.0,30.0,15.0,3.0,0.0,0.0,1.0,5.0,5.0,1.0,15.0,28.0,26.0,20.0,6.0,2.0,2.0,0.0,1.0,1.0,20.0,10.0,2.0,9.0,1.0
13233,BU19000111,Súdwest-Fryslân               ,Buurt   ,BU19000111,       1,1895,23.0,14.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,6.0,5.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,12.0,7.0,1.0,3.0,2.0
13234,BU19000112,Súdwest-Fryslân               ,Buurt   ,BU19000112,       1,1370,24.0,18.0,11.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,18.0,13.0,5.0,1.0,3.0
13235,BU19000113,Súdwest-Fryslân               ,Buurt   ,BU19000113,       1,2805,113.0,57.0,40.0,2.0,4.0,8.0,1.0,5.0,7.0,13.0,17.0,36.0,30.0,17.0,13.0,6.0,20.0,10.0,7.0,3.0,40.0,20.0,2.0,11.0,7.0
13236,BU19000114,Súdwest-Fryslân               ,Buurt   ,BU19000114,       1,1450,74.0,48.0,34.0,4.0,1.0,2.0,0.0,4.0,15.0,8.0,14.0,16.0,14.0,7.0,7.0,2.0,10.0,4.0,4.0,2.0,51.0,33.0,3.0,10.0,7.0
13237,BU19000115,Súdwest-Fryslân               ,Buurt   ,BU19000115,       1,2535,105.0,51.0,35.0,4.0,1.0,5.0,1.0,15.0,0.0,9.0,16.0,29.0,25.0,17.0,8.0,4.0,25.0,19.0,3.0,3.0,41.0,20.0,6.0,10.0,10.0
13238,BU19000116,Súdwest-Fryslân               ,Buurt   ,BU19000116,       1,2185,37.0,27.0,19.0,6.0,1.0,1.0,0.0,5.0,1.0,5.0,8.0,8.0,7.0,2.0,5.0,1.0,2.0,1.0,0.0,1.0,17.0,12.0,2.0,3.0,1.0
13239,BU19000117,Súdwest-Fryslân               ,Buurt   ,BU19000117,       1,4555,74.0,47.0,18.0,3.0,2.0,1.0,0.0,5.0,0.0,7.0,29.0,22.0,20.0,5.0,15.0,2.0,5.0,3.0,1.0,1.0,16.0,10.0,1.0,4.0,1.0
13240,BU19000118,Súdwest-Fryslân               ,Buurt   ,BU19000118,       1,180,10.0,5.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,56.0,28.0,6.0,17.0,11.0
13241,BU19000119,Súdwest-Fryslân               ,Buurt   ,BU19000119,       1,195,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0
13242,BU19000120,Súdwest-Fryslân               ,Buurt   ,BU19000120,       1,685,20.0,13.0,12.0,1.0,1.0,1.0,0.0,3.0,0.0,6.0,1.0,5.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,29.0,19.0,4.0,3.0,3.0
13243,WK190002  ,Súdwest-Fryslân               ,Wijk    ,WK190002  ,       1,5365,143.0,110.0,79.0,9.0,0.0,14.0,1.0,21.0,15.0,19.0,31.0,17.0,14.0,5.0,9.0,3.0,16.0,12.0,3.0,1.0,27.0,21.0,4.0,3.0,3.0
13244,BU19000200,Súdwest-Fryslân               ,Buurt   ,BU19000200,       1,4165,85.0,61.0,43.0,8.0,0.0,4.0,1.0,14.0,7.0,9.0,18.0,13.0,10.0,5.0,5.0,3.0,11.0,9.0,2.0,0.0,20.0,15.0,3.0,2.0,3.0
13245,BU19000201,Súdwest-Fryslân               ,Buurt   ,BU19000201,       1,55,5.0,5.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,36.0,0.0,0.0
13246,BU19000202,Súdwest-Fryslân               ,Buurt   ,BU19000202,       1,815,22.0,17.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,11.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,27.0,21.0,1.0,1.0,5.0
13247,BU19000208,Súdwest-Fryslân               ,Buurt   ,BU19000208,       1,270,26.0,23.0,21.0,0.0,0.0,8.0,0.0,2.0,2.0,9.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,96.0,85.0,7.0,7.0,4.0
13248,BU19000209,Súdwest-Fryslân               ,Buurt   ,BU19000209,       1,70,5.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,57.0,29.0,14.0,0.0
13249,WK190003  ,Súdwest-Fryslân               ,Wijk    ,WK190003  ,       1,3410,42.0,33.0,22.0,2.0,0.0,6.0,0.0,3.0,4.0,7.0,11.0,4.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,3.0,12.0,10.0,1.0,1.0,1.0
13250,BU19000300,Súdwest-Fryslân               ,Buurt   ,BU19000300,       1,2635,25.0,20.0,11.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,9.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,9.0,8.0,1.0,0.0,1.0
13251,BU19000301,Súdwest-Fryslân               ,Buurt   ,BU19000301,       1,330,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0
13252,BU19000302,Súdwest-Fryslân               ,Buurt   ,BU19000302,       1,235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
13253,BU19000308,Súdwest-Fryslân               ,Buurt   ,BU19000308,       1,90,7.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,78.0,44.0,0.0,11.0,22.0
13254,BU19000309,Súdwest-Fryslân               ,Buurt   ,BU19000309,       1,130,6.0,6.0,6.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,8.0,0.0,0.0
13255,WK190004  ,Súdwest-Fryslân               ,Wijk    ,WK190004  ,       1,2295,55.0,39.0,30.0,1.0,1.0,13.0,1.0,7.0,0.0,7.0,9.0,8.0,7.0,0.0,7.0,1.0,8.0,5.0,2.0,1.0,24.0,17.0,3.0,3.0,3.0
13256,BU19000400,Súdwest-Fryslân               ,Buurt   ,BU19000400,       1,505,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
13257,BU19000401,Súdwest-Fryslân               ,Buurt   ,BU19000401,       1,710,19.0,11.0,9.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,5.0,3.0,1.0,1.0,27.0,15.0,8.0,4.0,7.0
13258,BU19000402,Súdwest-Fryslân               ,Buurt   ,BU19000402,       1,55,,,,,,,,,,,,,,,,,,,,,,,,,
13259,BU19000403,Súdwest-Fryslân               ,Buurt   ,BU19000403,       1,875,18.0,13.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,5.0,4.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,21.0,15.0,0.0,3.0,1.0
13260,BU19000408,Súdwest-Fryslân               ,Buurt   ,BU19000408,       1,95,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,11.0,0.0
13261,BU19000409,Súdwest-Fryslân               ,Buurt   ,BU19000409,       1,55,15.0,13.0,13.0,0.0,0.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,273.0,236.0,18.0,0.0,36.0
13262,WK190005  ,Súdwest-Fryslân               ,Wijk    ,WK190005  ,       1,3105,42.0,28.0,17.0,3.0,0.0,2.0,0.0,3.0,3.0,6.0,11.0,8.0,8.0,3.0,5.0,0.0,6.0,2.0,1.0,3.0,14.0,9.0,1.0,3.0,2.0
13263,BU19000500,Súdwest-Fryslân               ,Buurt   ,BU19000500,       1,550,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,11.0,4.0,0.0,2.0,5.0
13264,BU19000501,Súdwest-Fryslân               ,Buurt   ,BU19000501,       1,1385,20.0,13.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,5.0,5.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,14.0,9.0,1.0,4.0,1.0
13265,BU19000502,Súdwest-Fryslân               ,Buurt   ,BU19000502,       1,1065,11.0,8.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,8.0,1.0,2.0,1.0
13266,BU19000503,Súdwest-Fryslân               ,Buurt   ,BU19000503,       1,115,5.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0
13267,WK190006  ,Súdwest-Fryslân               ,Wijk    ,WK190006  ,       1,3085,62.0,43.0,39.0,3.0,5.0,13.0,0.0,1.0,3.0,14.0,4.0,13.0,11.0,1.0,10.0,2.0,6.0,0.0,4.0,2.0,20.0,14.0,0.0,4.0,2.0
13268,BU19000600,Súdwest-Fryslân               ,Buurt   ,BU19000600,       1,1915,41.0,29.0,25.0,3.0,3.0,9.0,0.0,0.0,3.0,7.0,4.0,6.0,5.0,0.0,5.0,1.0,6.0,0.0,4.0,2.0,21.0,15.0,0.0,3.0,3.0
13269,BU19000602,Súdwest-Fryslân               ,Buurt   ,BU19000602,       1,610,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,7.0,0.0
13270,BU19000603,Súdwest-Fryslân               ,Buurt   ,BU19000603,       1,225,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0
13271,BU19000607,Súdwest-Fryslân               ,Buurt   ,BU19000607,       1,270,9.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,30.0,0.0,4.0,0.0
13272,BU19000608,Súdwest-Fryslân               ,Buurt   ,BU19000608,       1,45,6.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
13273,BU19000609,Súdwest-Fryslân               ,Buurt   ,BU19000609,       1,35,,,,,,,,,,,,,,,,,,,,,,,,,
13274,WK190007  ,Súdwest-Fryslân               ,Wijk    ,WK190007  ,       1,2265,31.0,21.0,13.0,0.0,1.0,1.0,0.0,4.0,0.0,7.0,8.0,9.0,9.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,14.0,9.0,2.0,4.0,0.0
13275,BU19000700,Súdwest-Fryslân               ,Buurt   ,BU19000700,       1,1540,22.0,16.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,7.0,5.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,14.0,10.0,3.0,3.0,1.0
13276,BU19000701,Súdwest-Fryslân               ,Buurt   ,BU19000701,       1,170,,,,,,,,,,,,,,,,,,,,,,,,,
13277,BU19000702,Súdwest-Fryslân               ,Buurt   ,BU19000702,       1,345,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,9.0,0.0
13278,BU19000706,Súdwest-Fryslân               ,Buurt   ,BU19000706,       1,125,4.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,24.0,0.0,8.0,0.0
13279,BU19000707,Súdwest-Fryslân               ,Buurt   ,BU19000707,       1,70,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0
