ID,DistrictsAndNeighborhoods,MunicipalityName,RegionType,RegionCode,BoundaryChange,Population,TotalPropertyDamageAndViolence_Index,TotalPropertyCrimes,TotalTheft,BicycleTheft,TheftOtherVehicles,TheftFromVehicles,PickpocketingAndRobbery,TotalTheftHomeShedEtc,TheftNonResidentialBuildings,OtherTheftBurglary,OtherPropertyCrimes,TotalVandalismPublicOrder,TotalVandalism,CarVandalism,OtherVandalism,OtherPublicOrderVandalism,TotalViolentAndSexualCrimes,Assault,ThreatsAndStalking,OtherViolentAndSexualCrimes,TotalPropertyDamageAndViolence_Rate,TotalPropertyCrimes_Rate,TotalTheftHomeShed_Rate,VandalismPublicOrder_Rate,ViolentAndSexualCrimes_Rate
13280,BU19000708,Súdwest-Fryslân               ,Buurt   ,BU19000708,       1,20,,,,,,,,,,,,,,,,,,,,,,,,,
13281,WK190008  ,Súdwest-Fryslân               ,Wijk    ,WK190008  ,       1,1065,24.0,16.0,11.0,0.0,1.0,6.0,0.0,2.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,7.0,3.0,1.0,3.0,23.0,15.0,2.0,1.0,7.0
13282,BU19000800,Súdwest-Fryslân               ,Buurt   ,BU19000800,       1,585,9.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,15.0,7.0,2.0,2.0,7.0
13283,BU19000801,Súdwest-Fryslân               ,Buurt   ,BU19000801,       1,220,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0
13284,BU19000802,Súdwest-Fryslân               ,Buurt   ,BU19000802,       1,25,,,,,,,,,,,,,,,,,,,,,,,,,
13285,BU19000804,Súdwest-Fryslân               ,Buurt   ,BU19000804,       1,25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
13286,BU19000808,Súdwest-Fryslân               ,Buurt   ,BU19000808,       1,140,9.0,7.0,6.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,64.0,50.0,7.0,0.0,14.0
13287,BU19000809,Súdwest-Fryslân               ,Buurt   ,BU19000809,       1,75,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0
13288,WK190009  ,Súdwest-Fryslân               ,Wijk    ,WK190009  ,       1,1575,9.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,4.0,0.0,1.0,1.0
13289,BU19000900,Súdwest-Fryslân               ,Buurt   ,BU19000900,       1,300,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,3.0,0.0
13290,BU19000901,Súdwest-Fryslân               ,Buurt   ,BU19000901,       1,585,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,2.0
13291,BU19000902,Súdwest-Fryslân               ,Buurt   ,BU19000902,       1,70,,,,,,,,,,,,,,,,,,,,,,,,,
13292,BU19000903,Súdwest-Fryslân               ,Buurt   ,BU19000903,       1,125,,,,,,,,,,,,,,,,,,,,,,,,,
13293,BU19000904,Súdwest-Fryslân               ,Buurt   ,BU19000904,       1,60,,,,,,,,,,,,,,,,,,,,,,,,,
13294,BU19000905,Súdwest-Fryslân               ,Buurt   ,BU19000905,       1,30,,,,,,,,,,,,,,,,,,,,,,,,,
13295,BU19000906,Súdwest-Fryslân               ,Buurt   ,BU19000906,       1,50,,,,,,,,,,,,,,,,,,,,,,,,,
13296,BU19000907,Súdwest-Fryslân               ,Buurt   ,BU19000907,       1,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
13297,BU19000908,Súdwest-Fryslân               ,Buurt   ,BU19000908,       1,125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
13298,BU19000909,Súdwest-Fryslân               ,Buurt   ,BU19000909,       1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13299,WK190010  ,Súdwest-Fryslân               ,Wijk    ,WK190010  ,       1,1525,19.0,15.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,3.0,0.0
13300,BU19001000,Súdwest-Fryslân               ,Buurt   ,BU19001000,       1,115,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0
13301,BU19001001,Súdwest-Fryslân               ,Buurt   ,BU19001001,       1,785,15.0,12.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,0.0,4.0,0.0
13302,BU19001002,Súdwest-Fryslân               ,Buurt   ,BU19001002,       1,330,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
13303,BU19001003,Súdwest-Fryslân               ,Buurt   ,BU19001003,       1,20,,,,,,,,,,,,,,,,,,,,,,,,,
13304,BU19001007,Súdwest-Fryslân               ,Buurt   ,BU19001007,       1,65,,,,,,,,,,,,,,,,,,,,,,,,,
13305,BU19001008,Súdwest-Fryslân               ,Buurt   ,BU19001008,       1,220,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,5.0,0.0
13306,WK190011  ,Súdwest-Fryslân               ,Wijk    ,WK190011  ,       1,1460,27.0,20.0,15.0,0.0,3.0,4.0,0.0,5.0,0.0,3.0,5.0,4.0,4.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,18.0,14.0,3.0,3.0,2.0
13307,BU19001100,Súdwest-Fryslân               ,Buurt   ,BU19001100,       1,1045,17.0,11.0,9.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,16.0,11.0,5.0,3.0,3.0
13308,BU19001101,Súdwest-Fryslân               ,Buurt   ,BU19001101,       1,370,10.0,9.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,0.0,3.0,0.0
13309,BU19001108,Súdwest-Fryslân               ,Buurt   ,BU19001108,       1,15,,,,,,,,,,,,,,,,,,,,,,,,,
13310,BU19001109,Súdwest-Fryslân               ,Buurt   ,BU19001109,       1,40,,,,,,,,,,,,,,,,,,,,,,,,,
13311,WK190012  ,Súdwest-Fryslân               ,Wijk    ,WK190012  ,       1,1670,27.0,21.0,16.0,0.0,1.0,7.0,0.0,2.0,0.0,6.0,5.0,5.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,16.0,13.0,1.0,2.0,1.0
13312,BU19001200,Súdwest-Fryslân               ,Buurt   ,BU19001200,       1,1365,23.0,17.0,13.0,0.0,1.0,7.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,17.0,12.0,1.0,3.0,1.0
13313,BU19001201,Súdwest-Fryslân               ,Buurt   ,BU19001201,       1,105,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0
13314,BU19001202,Súdwest-Fryslân               ,Buurt   ,BU19001202,       1,50,,,,,,,,,,,,,,,,,,,,,,,,,
13315,BU19001203,Súdwest-Fryslân               ,Buurt   ,BU19001203,       1,20,,,,,,,,,,,,,,,,,,,,,,,,,
13316,BU19001204,Súdwest-Fryslân               ,Buurt   ,BU19001204,       1,80,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,13.0,0.0,0.0
13317,BU19001208,Súdwest-Fryslân               ,Buurt   ,BU19001208,       1,0,,,,,,,,,,,,,,,,,,,,,,,,,
13318,BU19001209,Súdwest-Fryslân               ,Buurt   ,BU19001209,       1,60,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0
13319,WK190013  ,Súdwest-Fryslân               ,Wijk    ,WK190013  ,       1,3930,77.0,45.0,23.0,1.0,4.0,3.0,0.0,8.0,3.0,4.0,22.0,13.0,11.0,4.0,7.0,2.0,19.0,9.0,8.0,2.0,20.0,11.0,2.0,3.0,5.0
13320,BU19001300,Súdwest-Fryslân               ,Buurt   ,BU19001300,       1,1565,40.0,20.0,12.0,0.0,2.0,1.0,0.0,4.0,2.0,3.0,8.0,9.0,7.0,3.0,4.0,2.0,11.0,6.0,4.0,1.0,26.0,13.0,3.0,4.0,7.0
13321,BU19001301,Súdwest-Fryslân               ,Buurt   ,BU19001301,       1,435,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,7.0,0.0,0.0,2.0
13322,BU19001302,Súdwest-Fryslân               ,Buurt   ,BU19001302,       1,465,10.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,22.0,13.0,6.0,0.0,9.0
13323,BU19001303,Súdwest-Fryslân               ,Buurt   ,BU19001303,       1,880,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,11.0,6.0,0.0,3.0,2.0
13324,BU19001306,Súdwest-Fryslân               ,Buurt   ,BU19001306,       1,165,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36.0,30.0,0.0,0.0,6.0
13325,BU19001307,Súdwest-Fryslân               ,Buurt   ,BU19001307,       1,145,,,,,,,,,,,,,,,,,,,,,,,,,
13326,BU19001308,Súdwest-Fryslân               ,Buurt   ,BU19001308,       1,95,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,11.0,11.0,0.0
13327,BU19001309,Súdwest-Fryslân               ,Buurt   ,BU19001309,       1,185,5.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0
13328,WK190014  ,Súdwest-Fryslân               ,Wijk    ,WK190014  ,       1,1315,15.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,2.0,0.0,2.0,4.0,4.0,0.0,0.0,11.0,5.0,0.0,2.0,3.0
13329,BU19001400,Súdwest-Fryslân               ,Buurt   ,BU19001400,       1,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13330,BU19001401,Súdwest-Fryslân               ,Buurt   ,BU19001401,       1,230,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,22.0,4.0,0.0,4.0,13.0
13331,BU19001402,Súdwest-Fryslân               ,Buurt   ,BU19001402,       1,120,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,0.0,8.0,0.0
13332,BU19001403,Súdwest-Fryslân               ,Buurt   ,BU19001403,       1,80,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0
13333,BU19001404,Súdwest-Fryslân               ,Buurt   ,BU19001404,       1,200,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
13334,BU19001405,Súdwest-Fryslân               ,Buurt   ,BU19001405,       1,50,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0
13335,BU19001406,Súdwest-Fryslân               ,Buurt   ,BU19001406,       1,165,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
13336,BU19001407,Súdwest-Fryslân               ,Buurt   ,BU19001407,       1,80,,,,,,,,,,,,,,,,,,,,,,,,,
13337,BU19001408,Súdwest-Fryslân               ,Buurt   ,BU19001408,       1,75,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,13.0,0.0,0.0,13.0
13338,BU19001409,Súdwest-Fryslân               ,Buurt   ,BU19001409,       1,75,,,,,,,,,,,,,,,,,,,,,,,,,
13339,WK190015  ,Súdwest-Fryslân               ,Wijk    ,WK190015  ,       1,565,15.0,11.0,5.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,27.0,19.0,2.0,2.0,4.0
13340,BU19001500,Súdwest-Fryslân               ,Buurt   ,BU19001500,       1,140,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,29.0,0.0,0.0,7.0,14.0
13341,BU19001501,Súdwest-Fryslân               ,Buurt   ,BU19001501,       1,290,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,3.0,0.0,0.0
13342,BU19001502,Súdwest-Fryslân               ,Buurt   ,BU19001502,       1,90,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0
13343,BU19001503,Súdwest-Fryslân               ,Buurt   ,BU19001503,       1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
13344,BU19001509,Súdwest-Fryslân               ,Buurt   ,BU19001509,       1,50,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0
13345,WK190016  ,Súdwest-Fryslân               ,Wijk    ,WK190016  ,       1,1585,18.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,3.0,0.0,3.0,0.0,6.0,5.0,1.0,0.0,11.0,6.0,0.0,2.0,4.0
13346,BU19001600,Súdwest-Fryslân               ,Buurt   ,BU19001600,       1,335,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,12.0,0.0,3.0,3.0
13347,BU19001601,Súdwest-Fryslân               ,Buurt   ,BU19001601,       1,90,,,,,,,,,,,,,,,,,,,,,,,,,
13348,BU19001602,Súdwest-Fryslân               ,Buurt   ,BU19001602,       1,85,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,47.0,0.0,0.0,0.0,47.0
13349,BU19001603,Súdwest-Fryslân               ,Buurt   ,BU19001603,       1,305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
13350,BU19001604,Súdwest-Fryslân               ,Buurt   ,BU19001604,       1,390,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
13351,BU19001606,Súdwest-Fryslân               ,Buurt   ,BU19001606,       1,150,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0
13352,BU19001607,Súdwest-Fryslân               ,Buurt   ,BU19001607,       1,160,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
13353,BU19001608,Súdwest-Fryslân               ,Buurt   ,BU19001608,       1,85,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,24.0,0.0,0.0,12.0
13354,WK190017  ,Súdwest-Fryslân               ,Wijk    ,WK190017  ,       1,3475,70.0,33.0,16.0,1.0,1.0,2.0,0.0,2.0,3.0,7.0,17.0,23.0,19.0,9.0,10.0,4.0,14.0,11.0,2.0,1.0,20.0,9.0,1.0,5.0,4.0
13355,BU19001700,Súdwest-Fryslân               ,Buurt   ,BU19001700,       1,3315,69.0,32.0,15.0,1.0,1.0,1.0,0.0,2.0,3.0,7.0,17.0,23.0,19.0,9.0,10.0,4.0,14.0,11.0,2.0,1.0,21.0,10.0,1.0,6.0,4.0
13356,BU19001709,Súdwest-Fryslân               ,Buurt   ,BU19001709,       1,165,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
13357,WK190018  ,Súdwest-Fryslân               ,Wijk    ,WK190018  ,       1,790,14.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,18.0,11.0,0.0,1.0,1.0
13358,BU19001800,Súdwest-Fryslân               ,Buurt   ,BU19001800,       1,220,12.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,55.0,32.0,0.0,5.0,5.0
13359,BU19001801,Súdwest-Fryslân               ,Buurt   ,BU19001801,       1,80,,,,,,,,,,,,,,,,,,,,,,,,,
13360,BU19001802,Súdwest-Fryslân               ,Buurt   ,BU19001802,       1,50,,,,,,,,,,,,,,,,,,,,,,,,,
13361,BU19001803,Súdwest-Fryslân               ,Buurt   ,BU19001803,       1,180,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
13362,BU19001804,Súdwest-Fryslân               ,Buurt   ,BU19001804,       1,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13363,BU19001808,Súdwest-Fryslân               ,Buurt   ,BU19001808,       1,95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0
13364,BU19001809,Súdwest-Fryslân               ,Buurt   ,BU19001809,       1,35,,,,,,,,,,,,,,,,,,,,,,,,,
13365,WK190019  ,Súdwest-Fryslân               ,Wijk    ,WK190019  ,       1,1630,16.0,15.0,9.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,9.0,2.0,0.0,1.0
13366,BU19001900,Súdwest-Fryslân               ,Buurt   ,BU19001900,       1,620,8.0,7.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,11.0,5.0,0.0,2.0
13367,BU19001901,Súdwest-Fryslân               ,Buurt   ,BU19001901,       1,180,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.0,0.0,0.0
13368,BU19001902,Súdwest-Fryslân               ,Buurt   ,BU19001902,       1,360,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
13369,BU19001903,Súdwest-Fryslân               ,Buurt   ,BU19001903,       1,355,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
13370,BU19001904,Súdwest-Fryslân               ,Buurt   ,BU19001904,       1,120,,,,,,,,,,,,,,,,,,,,,,,,,
13371,WK190020  ,Súdwest-Fryslân               ,Wijk    ,WK190020  ,       3,5410,72.0,41.0,19.0,5.0,0.0,1.0,0.0,4.0,5.0,4.0,22.0,12.0,10.0,5.0,5.0,2.0,19.0,8.0,11.0,0.0,13.0,8.0,1.0,2.0,4.0
13372,BU19002001,Súdwest-Fryslân               ,Buurt   ,BU19002001,       2,2075,39.0,17.0,8.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,7.0,5.0,4.0,1.0,2.0,15.0,4.0,11.0,0.0,19.0,8.0,0.0,2.0,7.0
13373,BU19002002,Súdwest-Fryslân               ,Buurt   ,BU19002002,       2,840,8.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,1.0,0.0
13374,BU19002003,Súdwest-Fryslân               ,Buurt   ,BU19002003,       3,45,,,,,,,,,,,,,,,,,,,,,,,,,
13375,BU19002004,Súdwest-Fryslân               ,Buurt   ,BU19002004,       2,245,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,4.0,0.0,0.0,8.0
13376,BU19002005,Súdwest-Fryslân               ,Buurt   ,BU19002005,       2,105,,,,,,,,,,,,,,,,,,,,,,,,,
13377,BU19002006,Súdwest-Fryslân               ,Buurt   ,BU19002006,       2,70,,,,,,,,,,,,,,,,,,,,,,,,,
13378,BU19002007,Súdwest-Fryslân               ,Buurt   ,BU19002007,       2,120,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0
13379,BU19002008,Súdwest-Fryslân               ,Buurt   ,BU19002008,       2,180,,,,,,,,,,,,,,,,,,,,,,,,,
13380,BU19002009,Súdwest-Fryslân               ,Buurt   ,BU19002009,       2,160,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0
13381,BU19002010,Súdwest-Fryslân               ,Buurt   ,BU19002010,       2,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13382,BU19002011,Súdwest-Fryslân               ,Buurt   ,BU19002011,       3,35,,,,,,,,,,,,,,,,,,,,,,,,,
13383,BU19002012,Súdwest-Fryslân               ,Buurt   ,BU19002012,       2,165,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,12.0,6.0
13384,BU19002013,Súdwest-Fryslân               ,Buurt   ,BU19002013,       2,85,,,,,,,,,,,,,,,,,,,,,,,,,
13385,BU19002014,Súdwest-Fryslân               ,Buurt   ,BU19002014,       3,65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0
13386,BU19002015,Súdwest-Fryslân               ,Buurt   ,BU19002015,       3,110,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0
13387,BU19002016,Súdwest-Fryslân               ,Buurt   ,BU19002016,       3,275,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
13388,BU19002017,Súdwest-Fryslân               ,Buurt   ,BU19002017,       2,330,6.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,12.0,3.0,3.0,3.0
13389,BU19002018,Súdwest-Fryslân               ,Buurt   ,BU19002018,       3,320,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,0.0
13390,BU19002019,Súdwest-Fryslân               ,Buurt   ,BU19002019,       2,80,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0
