Region_Code,year,Neighborhood_Name,Municipality_Name,Region_Type,Boundary_Change_Code,Dist_Primary_School,Count_Primary_1km,Count_Primary_3km,Count_Primary_5km,Dist_Secondary_Total,Count_Secondary_3km,Count_Secondary_5km,Count_Secondary_10km,Dist_Secondary_VMBO,Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 3  km (aantal),Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 5  km (aantal),Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 10  km (aantal),Dist_Secondary_HAVO_VWO,Count_Secondary_HAVO_VWO_3km,Count_Secondary_HAVO_VWO_5km,Count_Secondary_HAVO_VWO_10km,Dist_Public_Green_Total,Dist_Park,Dist_Day_Recreation,Dist_Forest,Dist_Nature_Area_Total,Dist_Nature_Area_Dry,Dist_Nature_Area_Wet,Dist_SemiPublic_Green,Dist_Sports_Field,Dist_Allotment_Garden,Dist_Holiday_Recreation,Dist_Cemetery,Dist_Recreation_Water,Dist_GP_Surgery,Count_GP_1km,Count_GP_3km,Count_GP_5km,Dist_GP_Out_Of_Hours,Dist_Pharmacy,Dist_Hospital_Incl_Outpatient,Count_Hospital_Incl_5km,Count_Hospital_Incl_10km,Count_Hospital_Incl_20km,Dist_Hospital_Excl_Outpatient,Count_Hospital_Excl_5km,Count_Hospital_Excl_10km,Count_Hospital_Excl_20km,Dist_Clinic_Infant_Child,Dist_Physiotherapist,Count_Physio_1km,Count_Physio_3km,Count_Physio_5km,Dist_Supermarket,Count_Supermarket_1km,Count_Supermarket_3km,Count_Supermarket_5km,Dist_Other_Grocery,Count_Other_Grocery_1km,Count_Other_Grocery_3km,Count_Other_Grocery_5km,Dist_Department_Store,Count_DeptStore_5km,Count_DeptStore_10km,Count_DeptStore_20km,Dist_Highway_Entrance,Dist_Train_Station_Total,Dist_Major_Transfer_Station
BU03400202,,Donderberg,Rhenen,Buurt     ,1,0.6,2.0,5.6,6.0,0.9,1.0,1.0,9.4,0.9,1.0,1.0,8.4,5.4,0.0,0.0,4.1,,,,,,,,,,,,,,1.0,0.4,1.0,1.0,13.1,1.1,7.4,0.0,4.0,8.0,13.1,0.0,0.0,2.0,,,,,,1.2,0.3,3.9,4.0,1.0,2.5,13.1,15.0,1.0,1.0,5.0,17.0,0.8,2.1,14.4
BU03400203,,Koerheuvel,Rhenen,Buurt     ,1,0.2,2.8,6.0,6.0,0.7,1.0,1.0,11.0,0.7,1.0,1.0,10.0,5.4,0.0,0.0,5.0,,,,,,,,,,,,,,0.9,1.0,1.0,1.0,12.4,1.0,6.7,0.0,4.0,8.0,12.4,0.0,0.0,2.0,,,,,,1.2,0.0,4.0,4.0,1.1,0.0,14.0,15.0,1.4,1.0,5.0,17.0,1.2,2.0,13.7
BU03400301,,Rhenen Hoog,Rhenen,Buurt     ,1,0.4,3.6,6.0,6.4,0.6,1.0,2.0,11.0,0.6,1.0,2.0,10.0,4.7,0.0,1.0,5.0,,,,,,,,,,,,,,0.7,0.9,1.0,1.7,12.8,0.3,7.0,0.0,4.0,8.0,12.8,0.0,0.0,2.0,,,,,,0.8,1.5,4.0,4.6,0.9,5.1,14.0,17.3,1.3,1.0,5.0,17.0,0.8,1.3,14.1
BU03400302,,Domineesberg,Rhenen,Buurt     ,1,0.3,3.8,6.0,6.0,0.6,1.0,1.2,11.0,0.6,1.0,1.2,10.0,5.2,0.0,0.2,5.0,,,,,,,,,,,,,,0.7,0.9,1.0,1.0,12.4,0.6,6.6,0.0,4.0,8.1,12.4,0.0,0.0,2.0,,,,,,1.1,0.6,4.0,4.0,1.0,3.2,14.0,15.0,1.4,1.0,5.0,17.0,0.9,1.8,13.7
BU03400303,,Helling Bergweg,Rhenen,Buurt     ,1,0.7,1.4,6.0,6.2,1.3,1.0,1.4,11.0,1.3,1.0,1.4,10.0,5.2,0.0,0.4,5.0,,,,,,,,,,,,,,1.4,0.0,1.0,1.0,12.0,1.1,6.2,0.0,4.0,8.5,12.0,0.0,0.0,2.0,,,,,,1.5,0.0,4.0,4.3,1.5,0.0,14.0,15.2,2.0,1.0,5.0,17.1,0.7,2.1,13.3
BU03400401,,Grebbeberg,Rhenen,Buurt     ,1,1.6,0.0,4.5,8.9,2.3,0.7,2.7,9.4,2.3,0.7,2.4,8.4,4.8,0.0,0.7,3.8,,,,,,,,,,,,,,2.1,0.0,0.9,3.5,13.1,2.0,6.5,0.4,3.9,7.6,13.1,0.0,0.0,2.0,,,,,,1.8,0.0,3.4,6.3,1.3,0.2,13.0,24.9,2.0,1.3,3.9,15.7,0.3,1.3,14.3
BU03400501,,Randzone,Rhenen,Buurt     ,1,1.3,0.5,4.7,10.1,2.4,0.9,2.2,10.4,2.4,0.9,2.2,9.4,4.6,0.1,1.0,4.7,,,,,,,,,,,,,,2.6,0.0,1.0,4.9,11.0,2.3,4.9,0.8,4.0,8.5,11.0,0.0,0.1,1.7,,,,,,1.2,0.4,3.0,7.4,1.2,0.6,9.6,30.0,3.1,1.3,5.4,17.7,0.3,2.8,12.5
BU03400502,,Veeneind,Rhenen,Buurt     ,1,1.3,0.2,5.5,23.0,1.6,2.0,4.2,6.0,1.6,2.0,4.2,5.9,1.6,1.9,3.0,3.7,,,,,,,,,,,,,,2.4,0.0,5.3,12.9,11.0,2.2,2.2,2.0,2.1,9.4,11.0,0.0,0.0,1.7,,,,,,1.3,0.4,4.1,16.8,1.2,0.4,19.9,69.5,3.6,2.0,3.6,18.0,0.7,2.6,12.8
BU03400503,,Rhenendael,Rhenen,Buurt     ,1,1.6,0.0,3.0,21.5,1.7,2.0,4.0,6.0,1.7,2.0,4.0,6.0,1.7,2.0,3.0,4.0,,,,,,,,,,,,,,2.8,0.0,5.0,12.1,11.4,2.4,2.5,2.0,2.0,10.0,11.4,0.0,0.0,2.0,,,,,,1.4,0.0,4.0,15.1,1.4,0.0,17.7,64.6,4.0,2.0,3.6,18.0,1.0,2.8,13.2
BU03400504,,Prattenburg,Rhenen,Buurt     ,1,2.3,0.0,3.8,18.3,1.9,1.7,3.9,5.0,1.9,1.7,3.9,5.0,1.9,1.5,3.0,3.0,,,,,,,,,,,,,,3.1,0.0,2.0,12.3,11.9,2.6,2.7,2.0,2.0,10.0,11.9,0.0,0.0,2.0,,,,,,2.7,0.0,2.6,12.8,2.4,0.0,14.8,62.6,4.1,1.9,4.0,18.4,1.2,3.0,13.4
BU03400601,,Binnenveld,Rhenen,Buurt     ,1,2.1,0.1,2.1,10.5,3.4,0.2,2.2,11.7,3.5,0.2,1.8,10.7,5.4,0.1,0.5,4.9,,,,,,,,,,,,,,3.4,0.0,0.6,6.6,10.2,3.1,4.5,1.2,4.4,7.2,10.2,0.0,0.4,1.6,,,,,,2.2,0.1,1.6,7.8,1.5,0.2,5.0,30.5,3.8,1.3,5.9,16.3,1.3,3.3,11.6
BU03400701,,Achterberg,Rhenen,Buurt     ,1,0.5,1.0,6.0,6.0,2.4,1.0,1.0,11.0,2.4,1.0,1.0,10.0,5.7,0.0,0.0,5.0,,,,,,,,,,,,,,2.5,0.0,1.0,1.6,11.3,2.0,5.5,0.0,4.0,8.3,11.3,0.0,0.0,2.0,,,,,,0.6,0.9,4.0,4.0,0.3,1.9,13.6,15.0,2.7,1.0,6.0,16.7,1.0,2.3,12.6
BU03400702,,De Horst,Rhenen,Buurt     ,1,0.5,1.0,6.0,6.0,2.2,1.0,1.0,11.0,2.2,1.0,1.0,10.0,5.6,0.0,0.0,5.0,,,,,,,,,,,,,,2.3,0.0,1.0,1.0,11.5,1.7,5.6,0.0,4.0,8.0,11.5,0.0,0.0,2.0,,,,,,0.6,1.0,4.0,4.0,0.4,2.0,14.0,15.0,2.5,1.0,6.0,17.0,0.9,2.2,12.8
BU03400703,,Achterberg West,Rhenen,Buurt     ,1,0.4,1.0,6.0,6.0,2.1,1.0,1.0,11.0,2.1,1.0,1.0,10.0,5.4,0.0,0.0,5.0,,,,,,,,,,,,,,2.2,0.0,1.0,1.0,11.5,1.6,6.0,0.0,4.0,9.0,11.5,0.0,0.0,2.0,,,,,,0.2,1.0,4.0,4.0,0.2,2.0,14.0,15.0,2.4,1.0,5.6,17.2,0.5,2.1,12.8
BU03400801,,Uiterwaarden Rhenen,Rhenen,Buurt     ,1,1.3,1.0,4.9,6.8,1.6,1.0,1.3,9.6,1.6,1.0,1.3,8.6,5.5,0.0,0.2,4.2,,,,,,,,,,,,,,1.5,0.4,1.0,1.5,13.7,1.4,7.8,0.0,4.0,8.0,13.7,0.0,0.0,2.0,,,,,,1.2,1.0,3.3,4.6,1.0,5.1,12.2,16.7,1.1,1.0,4.9,17.3,0.4,2.1,15.0
BU03400901,,Remmerden,Rhenen,Buurt     ,1,3.1,0.0,0.7,7.0,3.4,0.1,1.0,8.6,3.4,0.1,1.0,8.0,6.8,0.0,0.0,4.0,,,,,,,,,,,,,,3.3,0.0,0.1,2.0,15.2,3.2,7.7,0.0,2.0,8.0,15.2,0.0,0.0,2.0,,,,,,3.0,0.0,0.6,4.1,2.9,0.0,3.4,15.1,3.0,1.0,5.1,18.0,0.6,4.1,16.5
BU03401001,,Heuvelrug Rhenen,Rhenen,Buurt     ,1,1.7,0.1,5.0,7.4,2.1,0.9,1.0,9.7,2.1,0.9,1.0,8.8,5.6,0.0,0.0,4.3,,,,,,,,,,,,,,2.1,0.0,0.9,1.1,12.4,2.1,6.6,0.0,3.8,8.6,12.4,0.0,0.0,2.0,,,,,,2.1,0.0,3.4,5.0,2.0,0.0,12.3,16.4,2.5,1.0,4.4,18.0,0.6,3.2,13.7
BU03401101,,Heuvelrug Elst,Rhenen,Buurt     ,1,1.6,0.0,2.1,7.0,3.9,0.0,1.6,5.7,3.9,0.0,1.6,5.7,4.1,0.0,1.5,3.4,,,,,,,,,,,,,,1.9,0.0,1.1,4.8,13.9,1.7,4.9,1.2,2.0,8.9,13.9,0.0,0.0,2.0,,,,,,1.7,0.0,1.0,5.1,1.6,0.0,3.3,21.9,5.4,0.2,5.0,18.6,0.4,4.9,15.4
BU03401201,,Uiterwaarden Elst,Rhenen,Buurt     ,1,1.6,0.4,2.7,6.3,5.4,0.0,0.4,6.8,5.4,0.0,0.4,6.8,6.0,0.0,0.0,3.4,,,,,,,,,,,,,,1.7,0.2,1.7,2.9,15.3,1.6,6.8,0.0,2.0,8.1,15.3,0.0,0.0,2.0,,,,,,1.5,0.2,1.3,3.2,1.4,0.7,4.2,13.1,4.5,0.8,5.0,18.1,0.1,6.3,17.0
BU03401301,,De Vordel,Rhenen,Buurt     ,1,1.5,0.2,2.0,5.6,4.8,0.0,0.6,6.1,4.8,0.0,0.6,6.1,5.0,0.0,0.5,3.8,,,,,,,,,,,,,,1.7,0.0,1.0,2.7,14.8,1.6,5.8,0.0,2.0,8.9,14.8,0.0,0.0,2.0,,,,,,1.4,0.2,1.0,2.4,1.3,0.6,3.1,9.5,5.2,0.3,5.0,18.9,0.3,5.8,16.4
BU03401302,,Elst Centrum,Rhenen,Buurt     ,1,0.5,1.9,2.0,5.3,4.9,0.0,0.6,5.7,4.9,0.0,0.6,5.7,4.9,0.0,0.6,3.2,,,,,,,,,,,,,,0.8,0.7,1.0,3.0,14.8,0.7,5.7,0.0,2.0,9.0,14.8,0.0,0.0,2.0,,,,,,0.6,1.0,1.0,2.1,0.5,2.9,3.5,7.3,5.8,0.0,5.0,18.4,0.4,6.0,16.4
BU03401303,,Het Bosje,Rhenen,Buurt     ,1,0.3,2.0,2.0,5.0,5.4,0.0,0.0,6.0,5.4,0.0,0.0,6.0,5.4,0.0,0.0,3.0,,,,,,,,,,,,,,0.3,1.0,1.1,3.0,15.3,0.2,6.2,0.0,2.0,8.7,15.3,0.0,0.0,2.0,,,,,,0.5,1.0,1.0,2.0,0.4,3.0,3.2,7.0,5.7,0.0,5.0,18.0,0.4,6.5,16.9
BU03401304,,Elst West,Rhenen,Buurt     ,1,0.9,1.1,2.8,5.2,6.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,,,,,,,,,,,,,,0.9,0.6,2.3,3.2,15.7,0.8,6.8,0.0,2.0,8.1,15.7,0.0,0.0,2.0,,,,,,0.9,0.6,1.6,2.4,0.9,1.7,4.6,9.0,5.3,0.2,5.0,17.5,0.3,7.1,17.5
BU03420101,,Industrieterrein Soest,Soest,Buurt     ,1,1.0,0.7,11.5,19.0,2.2,2.3,3.0,21.6,2.2,1.7,2.0,15.4,2.2,1.7,2.0,14.3,,,,,,,,,,,,,,1.0,0.4,7.3,12.3,8.7,1.8,4.6,1.0,4.0,13.0,8.7,0.0,2.0,8.0,,,,,,1.0,0.6,6.9,13.6,0.4,1.6,18.2,46.9,2.1,3.0,5.9,31.9,1.2,2.2,8.5
BU03420102,,'t Hart,Soest,Buurt     ,1,0.6,1.2,11.1,20.4,1.7,3.0,3.0,23.4,1.7,2.0,2.0,16.6,1.7,2.0,2.0,14.7,,,,,,,,,,,,,,0.6,1.5,7.4,13.9,8.4,1.6,4.2,1.0,4.0,13.4,8.4,0.0,2.0,8.0,,,,,,1.2,0.4,7.1,14.6,0.7,1.5,19.0,52.1,1.8,3.0,5.9,32.1,1.2,1.9,8.5
BU03420103,,Soestdijk,Soest,Buurt     ,1,0.8,1.5,10.0,21.6,0.9,3.0,3.0,26.7,0.9,2.0,2.0,20.2,0.9,2.0,2.0,16.4,,,,,,,,,,,,,,0.5,2.8,7.7,14.0,7.7,0.8,3.8,1.0,4.0,14.0,7.7,0.0,2.0,8.0,,,,,,0.8,1.2,7.8,15.0,0.6,5.0,21.4,53.3,1.0,3.0,5.6,31.1,1.1,1.1,8.6
BU03420201,,Klaarwater,Soest,Buurt     ,1,0.6,2.2,13.4,17.5,2.6,1.0,3.0,22.3,2.6,1.0,2.0,18.0,2.6,1.0,2.0,14.4,,,,,,,,,,,,,,1.0,0.4,8.0,9.6,8.0,1.1,5.2,0.2,4.0,13.0,8.0,0.0,2.0,8.0,,,,,,0.4,2.4,8.0,10.5,0.4,4.0,27.0,35.4,2.0,2.5,4.5,31.0,2.2,2.0,7.7
BU03420301,,Pijnenburg,Soest,Buurt     ,1,2.5,0.0,1.5,13.5,4.5,0.0,2.5,8.8,4.5,0.0,1.7,6.7,4.5,0.0,1.7,5.1,,,,,,,,,,,,,,2.9,0.0,0.5,7.5,9.7,3.4,6.4,0.0,2.6,13.9,9.7,0.0,0.8,8.9,,,,,,3.3,0.0,0.4,7.0,3.0,0.0,1.0,22.1,4.7,1.0,4.9,34.0,0.3,4.4,10.7
BU03420302,,Het Soesterveen,Soest,Buurt     ,1,1.6,0.2,7.7,13.7,3.9,0.0,3.0,9.2,3.9,0.0,2.0,6.4,3.9,0.0,2.0,5.7,,,,,,,,,,,,,,1.8,0.0,2.6,7.9,9.8,2.3,6.3,0.0,1.9,13.0,9.8,0.0,0.8,8.0,,,,,,2.1,0.0,3.2,7.9,1.9,0.0,6.8,26.0,3.6,1.9,4.1,33.9,1.0,3.7,9.6
BU03420303,,De Grachten,Soest,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU03420304,,Boerenstreek,Soest,Buurt     ,1,1.8,0.0,10.5,14.3,3.2,0.2,3.0,11.6,3.2,0.2,2.0,8.1,3.2,0.2,2.0,7.2,,,,,,,,,,,,,,1.4,0.0,5.5,8.0,9.4,1.9,5.7,0.0,3.3,13.0,9.4,0.0,1.5,8.0,,,,,,1.5,0.0,5.3,8.4,1.3,0.0,13.5,27.0,3.0,2.0,4.4,32.3,1.7,3.1,9.1
BU03420401,,De Eng Noord West,Soest,Buurt     ,1,0.8,1.9,13.9,18.7,2.3,2.4,3.0,24.9,2.3,1.7,2.0,20.3,2.3,1.7,2.0,15.3,,,,,,,,,,,,,,0.9,0.5,8.0,10.7,7.6,1.1,5.1,0.3,4.0,13.0,7.6,0.0,2.0,8.0,,,,,,0.8,1.7,8.0,13.0,0.6,2.8,27.0,44.6,1.7,2.8,4.8,32.0,2.2,1.4,7.4
BU03420402,,De Eng,Soest,Buurt     ,1,0.5,2.4,13.0,19.7,2.0,2.8,3.0,26.6,2.0,1.9,2.0,21.5,2.0,1.9,2.0,15.5,,,,,,,,,,,,,,0.7,2.1,8.0,13.0,6.9,1.1,5.0,0.6,4.0,13.9,6.9,0.0,2.0,8.0,,,,,,0.6,1.4,8.0,14.0,0.6,2.3,27.0,49.8,1.4,3.0,4.6,30.4,2.3,0.9,7.4
BU03420403,,Soest Midden,Soest,Buurt     ,1,0.7,1.7,10.9,20.2,2.2,2.1,3.2,26.0,2.2,1.5,2.2,20.7,2.2,1.5,2.0,15.3,,,,,,,,,,,,,,0.7,1.6,7.2,13.2,6.3,1.0,5.0,0.5,3.3,14.3,6.3,0.0,1.6,8.0,,,,,,0.6,1.6,7.8,13.6,0.5,4.8,26.7,47.8,1.1,2.8,4.9,29.3,2.2,0.5,6.9
BU03420404,,Eemgebied,Soest,Buurt     ,1,1.2,0.2,8.1,19.7,2.5,1.6,3.3,24.8,2.5,1.3,2.3,20.0,2.5,1.3,2.0,14.9,,,,,,,,,,,,,,1.1,0.6,6.1,12.1,6.2,1.5,5.4,0.1,2.6,13.8,6.2,0.0,1.2,7.5,,,,,,1.0,0.7,6.6,12.8,1.0,0.8,22.5,43.8,1.5,2.7,4.8,27.9,2.6,1.0,7.0
BU03420405,,De Eng Zuid,Soest,Buurt     ,1,0.8,1.3,14.0,15.1,3.5,0.1,3.0,24.9,3.5,0.1,2.0,20.0,3.5,0.1,2.0,15.0,,,,,,,,,,,,,,0.6,1.8,8.0,9.6,6.5,0.6,6.1,0.0,2.3,14.9,6.5,0.0,1.1,8.0,,,,,,0.7,2.0,7.5,8.4,0.6,8.8,25.7,29.9,1.0,2.0,4.7,31.0,1.7,0.6,6.2
BU03420501,,Smitsveen,Soest,Buurt     ,1,0.5,3.1,14.0,14.5,3.3,0.1,3.0,24.2,3.3,0.1,2.0,20.0,3.3,0.1,2.0,15.1,,,,,,,,,,,,,,0.5,1.0,7.9,8.1,7.3,0.5,6.1,0.0,2.4,13.5,7.3,0.0,1.1,8.0,,,,,,0.5,2.4,7.9,8.4,0.5,3.9,26.6,28.1,1.9,2.0,4.0,32.3,2.4,1.4,7.0
BU03420601,,De Zoom,Soest,Buurt     ,1,0.5,2.6,11.8,14.0,3.9,0.0,2.6,19.8,3.9,0.0,1.8,15.7,3.9,0.0,1.8,13.8,,,,,,,,,,,,,,0.8,0.7,5.6,7.9,8.2,0.7,6.5,0.0,2.1,13.0,8.2,0.0,1.0,8.0,,,,,,0.7,1.0,6.0,8.0,0.7,2.8,19.2,27.9,2.7,2.0,4.4,31.0,2.5,2.3,7.9
BU03420602,,Wieksloot,Soest,Buurt     ,1,0.3,1.1,8.5,14.0,4.7,0.0,1.1,17.3,4.7,0.0,1.0,13.3,4.7,0.0,1.0,12.3,,,,,,,,,,,,,,1.8,0.0,2.6,8.0,8.7,1.5,7.3,0.0,2.0,13.0,8.7,0.0,1.0,8.0,,,,,,1.5,0.0,4.2,8.0,1.5,0.0,10.0,27.9,3.2,2.0,5.0,31.8,2.2,2.8,8.4
BU03420604,,Hees,Soest,Buurt     ,1,1.0,0.6,9.8,14.0,4.7,0.0,0.8,22.8,4.7,0.0,0.8,18.6,4.7,0.0,0.8,14.8,,,,,,,,,,,,,,1.7,0.0,3.0,8.0,7.8,1.4,7.4,0.0,2.0,13.0,7.8,0.0,1.0,8.0,,,,,,1.4,0.2,5.0,8.0,1.4,0.5,17.1,28.0,2.3,2.0,4.3,31.4,2.2,1.9,7.5
BU03420605,,Klein Engendaal,Soest,Buurt     ,1,1.2,0.1,10.8,14.0,4.4,0.0,1.6,24.4,4.4,0.0,1.3,20.1,4.4,0.0,1.3,15.1,,,,,,,,,,,,,,1.3,0.2,3.3,8.1,7.1,1.3,7.1,0.0,2.0,13.8,7.1,0.0,1.0,8.0,,,,,,1.4,0.0,5.6,8.0,1.3,0.1,18.8,28.0,1.7,2.0,4.0,32.1,2.3,1.2,6.8
BU03420606,,Klein Engendaal Noord,Soest,Buurt     ,1,1.0,0.5,13.1,14.0,4.0,0.0,3.0,24.4,4.0,0.0,2.0,20.0,4.0,0.0,2.0,15.0,,,,,,,,,,,,,,0.7,1.0,5.5,8.0,7.0,0.7,6.7,0.0,2.0,14.0,7.0,0.0,1.0,8.0,,,,,,1.0,0.8,6.2,8.0,1.0,0.8,20.2,28.0,1.6,2.0,4.0,32.4,2.3,1.1,6.7
BU03420701,,Soest Zuid,Soest,Buurt     ,1,0.6,1.5,9.7,16.3,4.1,0.0,3.0,25.2,4.1,0.0,2.2,20.2,4.1,0.0,1.9,15.0,,,,,,,,,,,,,,0.7,0.8,4.2,9.9,5.9,0.7,5.9,0.0,2.0,15.0,5.9,0.0,1.0,8.0,,,,,,0.7,0.8,5.8,9.7,0.6,8.3,19.5,32.7,0.7,2.0,5.0,31.7,1.1,0.8,5.6
BU03420702,,De Birkt,Soest,Buurt     ,1,1.9,0.0,4.6,23.0,3.1,0.6,8.8,28.0,3.1,0.5,7.2,22.3,3.6,0.3,5.8,15.6,,,,,,,,,,,,,,1.8,0.0,3.5,14.6,4.2,1.9,4.2,0.8,2.8,13.9,4.2,0.8,1.0,7.2,,,,,,2.0,0.0,3.7,21.9,1.2,0.6,16.2,66.4,2.1,2.5,6.1,26.3,2.2,2.0,4.5
BU03420703,,Soestduinen,Soest,Buurt     ,1,2.0,0.0,2.0,13.0,6.0,0.0,0.0,26.0,6.0,0.0,0.0,22.1,6.0,0.0,0.0,16.6,,,,,,,,,,,,,,2.5,0.0,1.1,5.8,7.5,2.5,7.5,0.0,3.0,14.1,7.5,0.0,2.0,8.0,,,,,,2.4,0.0,1.1,7.0,2.3,0.0,10.2,25.9,2.3,1.1,4.0,29.8,0.2,2.6,7.2
BU03420704,,Duinen Gebied,Soest,Buurt     ,1,1.8,0.0,3.6,20.6,4.0,0.2,6.8,27.9,4.0,0.2,5.5,22.5,4.2,0.0,4.8,15.8,,,,,,,,,,,,,,2.0,0.0,2.5,12.7,5.0,2.1,5.0,0.7,2.9,14.1,5.0,0.7,1.3,7.5,,,,,,2.1,0.0,2.1,18.4,1.0,0.7,14.2,58.6,2.1,2.0,5.3,27.0,1.6,2.4,4.7
BU03420705,,Paltz,Soest,Buurt     ,1,2.6,0.0,1.8,10.3,6.3,0.0,0.0,24.0,6.3,0.0,0.0,20.4,6.3,0.0,0.0,15.3,,,,,,,,,,,,,,3.1,0.0,0.4,3.9,8.0,3.0,8.0,0.0,2.9,14.0,8.0,0.0,2.0,8.0,,,,,,3.0,0.0,0.7,5.1,2.9,0.0,7.0,22.8,3.0,1.0,4.5,30.6,0.1,3.3,7.7
BU03420706,,Vlasakkers,Soest,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU03420801,,Soesterberg Noord,Soest,Buurt     ,1,1.1,0.2,4.0,8.9,4.5,0.0,2.6,19.7,4.5,0.0,2.6,15.7,4.5,0.0,1.6,13.0,,,,,,,,,,,,,,0.8,1.0,2.0,3.3,5.3,0.7,5.3,0.1,3.6,15.0,5.3,0.1,3.6,8.0,,,,,,0.8,0.9,1.0,2.2,0.7,5.9,6.0,13.3,6.6,0.0,5.7,31.1,0.7,5.4,8.0
BU03420802,,Soesterberg Oost,Soest,Buurt     ,1,0.7,1.2,3.1,4.7,5.3,0.0,0.4,20.6,5.3,0.0,0.4,16.6,5.3,0.0,0.3,12.5,,,,,,,,,,,,,,1.3,0.5,2.0,2.1,6.5,1.2,6.5,0.0,1.4,14.8,6.5,0.0,1.4,8.0,,,,,,1.6,0.2,1.0,1.1,1.4,1.0,6.0,7.6,6.6,0.0,5.6,30.9,0.8,6.4,7.7
BU03420803,,Leusderheide,Soest,Buurt     ,1,2.9,0.0,0.9,7.7,2.8,1.1,3.7,30.4,2.8,1.1,2.2,25.2,2.8,1.1,3.7,16.8,,,,,,,,,,,,,,3.0,0.0,0.6,4.7,7.4,2.9,7.4,0.0,2.7,14.4,7.4,0.0,2.0,7.2,,,,,,3.0,0.0,0.4,4.1,1.1,0.5,3.3,23.8,5.7,0.0,4.9,31.9,0.2,4.8,5.0
BU03420804,,Soesterberg Kom,Soest,Buurt     ,1,0.4,2.4,3.8,9.1,4.5,0.0,2.3,19.4,4.5,0.0,2.3,15.3,4.5,0.0,1.5,13.0,,,,,,,,,,,,,,0.3,1.9,2.0,3.8,5.3,0.3,5.3,0.1,3.5,14.8,5.3,0.1,3.5,8.0,,,,,,0.7,0.8,1.0,2.4,0.5,5.3,6.0,13.2,6.6,0.0,5.7,31.1,0.8,5.4,8.2
BU03440111,,"Welgelegen, Den Hommel",Utrecht,Buurt     ,1,0.9,1.4,18.9,60.3,1.2,7.7,17.3,29.9,1.4,2.9,10.5,21.9,1.2,5.8,12.7,20.5,,,,,,,,,,,,,,0.9,0.8,9.1,33.2,4.7,0.9,4.5,1.3,7.0,11.9,4.5,1.3,6.0,8.9,,,,,,0.9,0.7,24.1,66.0,0.9,2.0,93.1,244.9,1.7,8.4,16.8,29.9,2.3,2.8,2.8
BU03440112,,Oog in Al,Utrecht,Buurt     ,1,0.3,4.0,20.4,66.0,1.4,7.0,17.4,30.2,1.9,2.6,11.0,22.2,1.5,4.9,12.4,20.4,,,,,,,,,,,,,,0.4,1.0,7.9,36.1,4.2,0.4,4.2,1.6,7.0,12.0,4.2,1.5,6.0,9.0,,,,,,0.4,1.1,23.6,73.5,0.4,5.5,89.6,256.2,1.7,9.0,16.5,30.0,2.2,2.0,3.0
BU03440113,,Halve Maan-Zuid,Utrecht,Buurt     ,1,0.4,3.6,18.0,64.7,1.4,6.5,16.9,30.3,1.9,2.2,10.7,22.3,1.5,4.5,12.0,20.4,,,,,,,,,,,,,,0.5,1.0,7.0,33.8,4.4,0.5,4.4,1.4,6.9,12.0,4.4,1.4,5.9,9.0,,,,,,0.5,1.0,20.1,71.6,0.5,5.2,77.7,249.6,1.6,9.0,16.4,29.9,2.1,2.2,3.2
BU03440114,,Halve Maan-Noord,Utrecht,Buurt     ,1,0.3,3.8,19.7,64.5,1.5,7.1,16.0,29.0,2.4,2.1,11.0,21.0,1.9,5.0,11.0,20.0,,,,,,,,,,,,,,0.8,1.0,7.9,36.8,3.9,0.8,3.9,1.1,6.6,12.0,3.9,1.0,5.6,9.0,,,,,,0.7,1.0,25.3,74.8,0.6,5.6,99.9,254.5,2.1,9.0,16.0,30.0,2.6,1.7,3.0
BU03440121,,Lombok-Oost,Utrecht,Buurt     ,1,0.5,2.3,29.2,81.5,0.7,11.3,21.9,31.0,1.9,6.3,13.9,21.5,0.7,9.0,14.0,21.6,,,,,,,,,,,,,,0.6,1.2,18.6,47.8,4.0,0.6,3.9,3.0,6.3,12.0,3.9,2.0,5.3,9.0,,,,,,0.3,5.7,45.9,81.2,0.1,43.4,185.3,288.9,0.9,10.0,17.4,30.2,3.1,1.2,1.2
BU03440122,,Leidseweg en omgeving,Utrecht,Buurt     ,1,1.0,0.7,27.7,72.3,0.6,10.2,21.1,31.1,1.4,5.2,13.1,22.1,0.6,8.2,14.0,21.7,,,,,,,,,,,,,,1.0,0.6,17.4,42.0,4.0,1.0,3.9,2.7,7.0,12.0,3.9,1.7,6.0,9.0,,,,,,0.7,1.8,42.0,76.0,0.8,12.4,163.4,277.3,1.4,10.0,17.0,30.0,2.3,1.7,1.7
