Region_Code,year,Neighborhood_Name,Municipality_Name,Region_Type,Boundary_Change_Code,Dist_Primary_School,Count_Primary_1km,Count_Primary_3km,Count_Primary_5km,Dist_Secondary_Total,Count_Secondary_3km,Count_Secondary_5km,Count_Secondary_10km,Dist_Secondary_VMBO,Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 3  km (aantal),Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 5  km (aantal),Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 10  km (aantal),Dist_Secondary_HAVO_VWO,Count_Secondary_HAVO_VWO_3km,Count_Secondary_HAVO_VWO_5km,Count_Secondary_HAVO_VWO_10km,Dist_Public_Green_Total,Dist_Park,Dist_Day_Recreation,Dist_Forest,Dist_Nature_Area_Total,Dist_Nature_Area_Dry,Dist_Nature_Area_Wet,Dist_SemiPublic_Green,Dist_Sports_Field,Dist_Allotment_Garden,Dist_Holiday_Recreation,Dist_Cemetery,Dist_Recreation_Water,Dist_GP_Surgery,Count_GP_1km,Count_GP_3km,Count_GP_5km,Dist_GP_Out_Of_Hours,Dist_Pharmacy,Dist_Hospital_Incl_Outpatient,Count_Hospital_Incl_5km,Count_Hospital_Incl_10km,Count_Hospital_Incl_20km,Dist_Hospital_Excl_Outpatient,Count_Hospital_Excl_5km,Count_Hospital_Excl_10km,Count_Hospital_Excl_20km,Dist_Clinic_Infant_Child,Dist_Physiotherapist,Count_Physio_1km,Count_Physio_3km,Count_Physio_5km,Dist_Supermarket,Count_Supermarket_1km,Count_Supermarket_3km,Count_Supermarket_5km,Dist_Other_Grocery,Count_Other_Grocery_1km,Count_Other_Grocery_3km,Count_Other_Grocery_5km,Dist_Department_Store,Count_DeptStore_5km,Count_DeptStore_10km,Count_DeptStore_20km,Dist_Highway_Entrance,Dist_Train_Station_Total,Dist_Major_Transfer_Station
BU05120600,,Gildenwijk,Gorinchem,Buurt     ,1,0.4,1.8,6.8,9.6,0.4,10.4,12.0,13.0,0.5,7.4,9.0,10.0,0.6,4.4,5.0,6.0,,,,,,,,,,,,,,0.5,3.4,8.2,10.8,0.9,1.0,0.9,1.0,1.0,4.0,0.9,1.0,1.0,2.0,,,,,,0.5,3.4,9.0,12.6,0.4,9.4,35.6,44.0,2.2,1.0,1.0,6.0,0.8,1.6,25.1
BU05120700,,Schelluinsestraat,Gorinchem,Buurt     ,1,1.1,0.3,7.5,11.0,1.1,11.1,12.0,13.3,1.1,8.1,9.0,10.3,1.2,4.9,5.0,6.0,,,,,,,,,,,,,,1.3,0.0,9.3,11.3,1.7,1.4,1.7,1.0,1.0,4.0,1.7,1.0,1.0,2.0,,,,,,1.3,0.6,9.5,13.3,0.9,2.4,36.8,45.8,1.3,1.0,1.1,6.3,2.0,0.6,25.9
BU05120800,,Avelingen Oost,Gorinchem,Buurt     ,1,0.9,0.3,7.3,10.7,1.2,10.5,12.0,13.5,1.2,7.7,9.0,10.5,1.2,4.7,5.0,6.0,,,,,,,,,,,,,,1.4,0.0,9.3,11.0,1.8,1.3,1.8,1.0,1.0,4.0,1.8,1.0,1.0,2.0,,,,,,1.2,0.5,9.6,13.2,0.8,4.9,36.9,45.4,1.2,1.0,1.5,6.7,1.8,0.7,26.0
BU05120900,,Avelingen West,Gorinchem,Buurt     ,1,3.3,0.0,0.3,10.6,3.6,0.0,9.9,15.4,3.6,0.0,6.9,12.4,3.7,0.0,4.3,6.0,,,,,,,,,,,,,,3.5,0.0,0.0,11.0,3.4,3.4,3.4,1.0,1.0,4.0,3.4,1.0,1.0,2.0,,,,,,3.2,0.0,0.0,10.7,2.9,0.0,0.9,43.8,3.8,1.0,3.0,7.7,0.6,3.3,23.2
BU05121000,,Molenvliet,Gorinchem,Buurt     ,1,2.8,0.0,1.0,10.9,3.0,2.4,11.2,14.3,3.0,1.9,8.2,11.3,3.0,0.9,4.8,6.0,,,,,,,,,,,,,,3.1,0.0,1.1,10.5,3.2,3.1,3.2,1.0,1.0,4.0,3.2,1.0,1.0,2.0,,,,,,3.0,0.0,2.4,10.7,2.6,0.0,12.7,43.1,3.2,1.0,2.5,6.5,1.1,2.5,24.0
BU05121105,,Laag Dalem I,Gorinchem,Buurt     ,1,0.5,2.1,7.0,11.5,0.7,5.6,12.0,12.3,0.7,5.5,9.0,9.3,0.9,1.8,5.0,5.3,,,,,,,,,,,,,,0.6,1.0,5.7,11.8,3.4,0.5,3.4,1.0,1.0,3.0,3.4,1.0,1.0,2.0,,,,,,0.7,1.6,9.1,13.8,0.8,2.4,34.8,45.7,1.9,1.0,1.0,6.0,1.8,2.7,27.9
BU05121106,,Laag Dalem II,Gorinchem,Buurt     ,1,0.7,1.8,6.9,11.9,0.7,5.9,12.0,12.0,0.7,5.8,9.0,9.0,1.5,2.0,5.0,5.0,,,,,,,,,,,,,,0.7,0.9,5.9,11.8,3.3,0.7,3.3,1.0,1.0,3.0,3.3,1.0,1.0,2.0,,,,,,0.4,2.0,9.9,13.8,0.5,3.0,36.8,46.3,2.2,1.0,1.0,6.0,1.2,2.6,27.8
BU05121107,,Laag Dalem Oost,Gorinchem,Buurt     ,1,0.9,1.0,4.6,12.4,1.0,3.7,11.1,12.0,1.0,3.7,9.0,9.0,2.0,1.0,5.0,5.0,,,,,,,,,,,,,,1.0,1.0,4.9,12.3,4.1,1.2,4.1,1.0,1.0,3.0,4.1,1.0,1.0,2.0,,,,,,0.9,1.3,5.2,14.1,0.9,3.5,23.1,46.7,2.8,1.0,1.0,6.0,1.2,3.4,28.6
BU05121108,,Laag Dalem Zuid,Gorinchem,Buurt     ,1,0.8,0.6,6.1,10.7,1.3,4.0,10.4,12.1,1.3,3.9,8.1,9.1,1.6,1.3,4.3,5.1,,,,,,,,,,,,,,1.2,0.2,4.4,11.3,4.0,1.3,4.0,0.7,1.0,3.0,4.0,0.7,1.0,2.0,,,,,,1.2,0.1,6.4,13.6,1.2,0.1,23.7,45.4,2.5,1.0,1.0,6.0,2.0,3.3,28.4
BU05121200,,Dalem,Gorinchem,Buurt     ,1,1.2,0.1,3.8,10.5,2.1,2.0,8.0,12.0,2.1,2.0,7.0,9.0,2.3,1.0,3.0,5.0,,,,,,,,,,,,,,1.6,0.0,4.7,10.9,4.9,2.4,4.9,0.7,1.0,4.0,4.9,0.7,1.0,2.0,,,,,,1.5,0.0,4.7,12.9,1.5,0.0,19.4,45.5,2.9,1.0,1.0,6.4,1.7,3.9,29.4
BU05121300,,Hoog Dalem,Gorinchem,Buurt     ,1,1.4,0.0,3.5,10.6,1.7,2.0,7.8,12.0,1.7,2.0,6.8,9.0,2.7,0.9,3.1,5.0,,,,,,,,,,,,,,0.9,0.5,2.3,10.5,4.9,2.0,4.9,0.5,1.0,3.6,4.9,0.5,1.0,2.0,,,,,,0.8,1.1,4.0,13.0,0.8,3.4,9.4,44.9,3.6,1.0,1.0,6.1,1.4,4.2,29.0
BU05121409,,Linge,Gorinchem,Buurt     ,1,1.0,0.8,8.1,11.9,0.9,10.2,12.0,12.8,0.9,8.5,9.0,9.8,1.6,4.5,5.0,5.8,,,,,,,,,,,,,,1.4,0.0,10.7,11.8,2.4,1.2,2.4,1.0,1.0,3.0,2.4,1.0,1.0,2.0,,,,,,1.1,0.3,11.8,13.8,1.1,0.4,43.6,47.4,1.4,1.0,1.0,5.2,2.3,1.7,26.9
BU05121410,,Oost I,Gorinchem,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU05121411,,Oost II,Gorinchem,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU05121500,,Papland,Gorinchem,Buurt     ,1,1.5,0.0,4.6,13.5,1.6,7.0,12.0,12.0,1.7,5.9,9.0,9.0,1.8,3.0,5.0,5.0,,,,,,,,,,,,,,2.1,0.0,4.2,12.0,3.3,2.1,3.3,1.0,1.0,4.0,3.3,1.0,1.0,2.0,,,,,,1.5,0.0,7.9,14.0,2.0,0.0,32.9,48.0,2.6,1.0,1.0,6.0,2.2,2.6,27.7
BU05121600,,Schotdeuren,Gorinchem,Buurt     ,1,1.6,0.0,5.6,13.2,0.6,9.2,12.0,12.0,0.7,7.0,9.0,9.0,0.6,4.0,5.0,5.0,,,,,,,,,,,,,,1.4,0.0,6.3,12.1,2.0,1.4,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,,,,,,1.4,0.0,7.8,13.9,1.3,0.0,29.8,47.8,2.9,1.0,1.0,6.0,2.2,2.5,26.4
BU05121700,,Bedrijventerrein Noord,Gorinchem,Buurt     ,1,1.9,0.0,2.4,12.8,1.7,7.2,11.0,12.0,1.8,5.2,8.0,9.0,1.7,4.0,5.0,5.0,,,,,,,,,,,,,,1.8,0.0,6.0,11.4,2.3,1.8,2.3,1.0,1.0,4.0,2.3,1.0,1.0,2.0,,,,,,1.8,0.0,5.4,13.0,1.9,0.0,17.0,45.0,3.7,1.0,1.0,6.0,2.5,3.2,26.5
BU05121800,,Landelijk gebied West,Gorinchem,Buurt     ,1,2.6,0.0,1.4,8.8,3.3,2.1,8.1,12.6,3.4,1.5,5.8,9.6,3.3,1.2,3.8,5.6,,,,,,,,,,,,,,2.5,0.0,2.4,7.9,3.9,2.5,3.9,0.7,1.0,4.0,3.9,0.7,1.0,2.0,,,,,,2.6,0.0,2.4,8.1,2.6,0.0,6.6,28.3,5.3,0.5,1.0,6.0,3.2,4.4,26.8
BU05121900,,Landelijk gebied Noord,Gorinchem,Buurt     ,1,2.0,0.0,4.2,12.2,0.7,8.8,12.0,12.0,0.8,6.8,9.0,9.0,0.7,4.0,5.0,5.0,,,,,,,,,,,,,,1.8,0.0,6.0,12.0,2.4,1.8,2.4,1.0,1.0,4.0,2.4,1.0,1.0,2.0,,,,,,1.8,0.0,7.0,13.8,1.6,0.0,21.6,47.8,3.1,1.0,1.0,6.2,2.6,2.6,26.8
BU05122000,,Landelijk gebied Oost,Gorinchem,Buurt     ,1,2.0,0.0,3.2,8.6,2.4,1.3,4.9,12.0,2.4,1.3,4.9,9.0,3.3,0.3,1.5,5.0,,,,,,,,,,,,,,1.6,0.0,2.5,6.0,5.5,2.5,5.5,0.0,1.0,5.0,5.5,0.0,1.0,2.0,,,,,,1.5,0.0,4.2,9.7,1.5,0.0,9.2,33.7,4.2,1.0,1.1,6.5,1.4,4.8,29.7
BU05122100,,Landelijk gebied Zuid,Gorinchem,Buurt     ,1,1.5,0.0,7.0,11.1,1.0,4.2,12.0,13.0,1.0,4.1,9.0,10.0,1.0,1.2,5.0,6.0,,,,,,,,,,,,,,1.4,0.0,5.0,12.0,3.6,1.5,3.6,1.0,1.0,3.0,3.6,1.0,1.0,2.0,,,,,,1.7,0.0,6.8,14.0,1.4,0.0,28.0,46.0,1.6,1.0,1.0,6.0,2.8,2.5,28.1
BU05130100,,Nieuwe Markt e.o.,Gouda,Buurt     ,1,0.6,1.6,15.0,21.0,1.5,11.5,13.0,14.9,1.5,9.5,10.0,11.9,1.7,5.0,5.0,6.0,,,,,,,,,,,,,,0.3,1.8,11.7,15.7,1.8,0.5,1.8,2.0,2.1,12.0,1.8,1.0,1.0,3.0,,,,,,0.9,0.8,13.6,20.4,0.1,23.4,72.3,90.3,1.1,2.0,3.0,19.8,1.4,1.2,1.2
BU05130101,,De Baan e.o.,Gouda,Buurt     ,1,0.3,1.9,13.2,22.5,1.6,10.2,13.0,14.9,1.7,8.3,10.0,11.9,1.7,5.0,5.0,6.0,,,,,,,,,,,,,,0.7,1.5,11.3,17.6,2.1,0.8,2.1,2.0,2.9,12.0,2.1,1.0,1.0,3.0,,,,,,0.8,1.8,13.5,22.7,0.1,25.9,72.6,96.1,1.6,2.0,3.7,21.5,1.0,1.5,1.5
BU05130102,,Turfmarkt e.o.,Gouda,Buurt     ,1,1.2,0.3,13.0,21.4,1.1,10.6,13.0,15.2,1.1,8.9,10.0,12.0,1.9,4.8,5.0,6.0,,,,,,,,,,,,,,0.4,1.0,10.7,16.8,2.0,1.4,2.0,2.0,2.7,13.0,2.0,1.0,1.0,3.5,,,,,,0.5,2.1,11.8,21.6,0.2,10.9,68.2,93.5,1.4,2.0,4.1,21.6,1.9,1.4,1.4
BU05130103,,Raam e.o.,Gouda,Buurt     ,1,0.7,1.4,12.5,21.5,1.2,10.0,13.0,15.1,1.2,8.3,10.0,12.0,1.9,4.8,5.0,6.0,,,,,,,,,,,,,,0.8,1.0,10.4,16.9,2.1,1.3,2.1,2.0,2.9,12.5,2.1,1.0,1.0,3.2,,,,,,0.4,3.3,11.8,21.7,0.2,18.9,69.0,94.3,1.6,2.0,3.7,21.6,1.3,1.5,1.5
BU05130104,,Nieuwe Park Oost,Gouda,Buurt     ,1,1.2,0.2,14.6,21.4,0.5,12.1,13.0,16.0,0.5,9.9,10.0,12.1,1.5,5.0,5.0,6.0,,,,,,,,,,,,,,0.7,1.8,11.8,16.8,1.5,1.1,1.5,2.0,2.6,13.8,1.5,1.0,1.0,3.9,,,,,,0.6,3.1,13.0,21.9,0.6,11.6,72.1,95.6,1.0,2.0,4.4,22.0,2.1,0.8,0.8
BU05130105,,Nieuwe Park West,Gouda,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU05130200,,De Korte Akkeren Oud,Gouda,Buurt     ,1,0.4,2.8,12.5,25.6,1.3,9.1,13.0,15.5,1.3,7.7,10.0,12.1,2.1,4.2,5.0,6.0,,,,,,,,,,,,,,0.6,1.4,11.1,18.0,2.2,0.6,2.2,2.0,3.0,13.2,2.2,1.0,1.0,3.4,,,,,,0.4,2.1,11.7,23.0,0.5,5.1,67.2,97.7,1.7,2.0,4.6,22.5,1.3,1.6,1.6
BU05130201,,De Korte Akkeren Nieuw,Gouda,Buurt     ,1,0.5,2.8,8.7,25.9,1.8,6.0,13.0,16.0,1.8,5.1,10.0,12.9,2.5,2.5,5.0,6.0,,,,,,,,,,,,,,0.6,1.0,9.5,18.0,2.7,0.5,2.7,2.0,3.0,14.8,2.7,1.0,1.0,3.2,,,,,,0.6,1.2,11.7,23.0,0.5,3.9,65.2,98.0,2.2,2.0,4.2,21.7,0.8,2.1,2.1
BU05130202,,Industrieterrein Kromme Gouwe,Gouda,Buurt     ,1,1.1,0.3,5.8,19.7,1.4,4.5,13.0,16.0,1.4,4.5,10.0,12.0,2.8,1.2,5.0,6.0,,,,,,,,,,,,,,1.6,0.0,6.4,16.7,2.8,1.5,2.8,2.0,2.6,13.2,2.8,1.0,1.0,3.2,,,,,,1.1,0.4,8.7,20.9,1.2,0.3,55.8,91.7,2.3,2.0,4.6,21.1,2.1,2.1,2.1
BU05130203,,Industrieterrein Hollandsche IJssel,Gouda,Buurt     ,1,0.8,1.9,10.9,24.8,1.7,7.0,12.9,15.0,1.7,5.8,10.0,12.0,2.0,3.2,5.0,6.0,,,,,,,,,,,,,,0.7,0.9,9.9,17.8,2.5,0.9,2.5,2.0,3.0,11.6,2.5,1.0,1.0,2.6,,,,,,0.7,1.7,12.0,22.7,0.5,7.3,66.4,96.9,2.0,2.0,3.9,21.2,1.2,2.0,2.0
BU05130204,,Weidebloemkwartier,Gouda,Buurt     ,1,0.9,2.1,6.2,24.7,2.3,4.0,12.7,16.0,2.3,3.0,10.0,13.0,2.8,1.0,5.0,6.0,,,,,,,,,,,,,,1.0,0.5,8.3,18.0,3.1,0.8,3.1,2.0,3.0,15.0,3.1,1.0,1.0,3.0,,,,,,1.0,0.5,10.7,22.2,1.0,2.1,59.3,95.5,2.6,2.0,4.0,21.0,0.4,2.6,2.6
BU05130300,,Boerhaavekwartier,Gouda,Buurt     ,1,0.7,1.7,16.1,21.8,0.4,12.8,13.0,15.8,0.4,10.0,10.0,11.8,0.5,4.8,5.0,6.0,,,,,,,,,,,,,,0.6,1.8,12.7,15.6,0.5,0.4,0.4,2.0,2.6,12.5,0.5,1.0,1.0,4.0,,,,,,0.7,1.1,15.4,21.7,0.7,3.9,78.1,95.9,1.4,2.0,4.7,21.0,2.3,1.4,1.4
BU05130301,,Windrooskwartier en Heesterbuurt,Gouda,Buurt     ,1,0.5,2.0,11.7,20.6,0.5,10.8,13.0,16.0,0.5,8.8,10.0,12.0,1.0,4.0,5.0,6.0,,,,,,,,,,,,,,0.5,1.2,10.4,15.3,1.1,0.5,1.0,2.0,2.5,12.0,1.1,1.0,1.0,4.0,,,,,,0.5,1.1,10.9,21.0,0.5,1.4,59.5,96.0,1.4,2.0,4.7,21.8,2.0,2.1,2.1
BU05130302,,Groenhovenkwartier,Gouda,Buurt     ,1,0.3,1.1,9.1,19.2,1.3,8.3,13.4,16.0,1.3,7.0,10.4,12.0,2.1,3.3,5.4,6.0,,,,,,,,,,,,,,1.1,0.2,6.2,14.5,2.1,1.2,2.0,2.0,2.0,12.0,2.1,1.0,1.0,4.0,,,,,,0.3,2.2,7.3,21.4,0.3,3.3,27.7,96.9,1.4,2.6,4.0,21.1,2.3,3.0,3.0
BU05130303,,Bloemendaalseweg,Gouda,Buurt     ,1,0.5,2.8,10.6,21.1,0.6,9.8,13.5,16.0,0.6,7.8,10.5,12.0,1.7,4.0,5.5,6.0,,,,,,,,,,,,,,0.8,2.0,9.5,16.8,1.5,0.8,1.5,2.0,2.8,12.0,1.5,1.0,1.0,4.0,,,,,,0.7,3.8,9.3,24.3,0.7,11.7,46.3,104.4,1.0,2.8,5.0,21.1,2.4,2.5,2.5
BU05130304,,De Goudse Poort,Gouda,Buurt     ,1,1.1,0.5,10.5,19.9,1.3,10.3,13.1,16.2,1.3,9.3,10.2,12.2,1.5,3.0,5.2,6.0,,,,,,,,,,,,,,0.8,0.8,9.3,15.5,1.8,1.1,1.6,2.0,2.0,12.3,1.8,1.0,1.0,4.0,,,,,,0.8,1.3,9.6,21.4,0.8,1.4,47.4,97.1,2.0,2.2,4.0,23.4,1.2,2.5,2.5
BU05130305,,Gaardenbuurt,Gouda,Buurt     ,1,0.8,1.1,9.2,19.2,1.1,8.7,13.0,16.0,1.1,7.3,10.0,12.0,1.8,3.4,5.0,6.0,,,,,,,,,,,,,,0.9,0.6,8.3,14.6,1.9,1.1,1.8,2.0,2.0,12.0,1.9,1.0,1.0,4.0,,,,,,0.8,2.4,8.6,20.7,0.7,3.8,37.3,94.7,1.4,2.2,4.0,21.4,1.9,2.7,2.7
BU05130400,,Hoef- en Veldbuurt,Gouda,Buurt     ,1,0.8,2.5,10.4,21.3,1.0,9.8,13.0,16.0,1.0,7.8,10.0,12.0,1.6,4.0,5.0,6.0,,,,,,,,,,,,,,0.5,2.0,9.0,15.7,1.6,0.5,1.6,2.0,2.7,12.0,1.6,1.0,1.0,4.0,,,,,,0.4,2.7,8.8,21.3,0.4,11.1,42.4,96.6,0.6,2.0,4.9,21.2,2.8,2.6,2.6
BU05130401,,Zomenbuurt,Gouda,Buurt     ,1,1.2,0.7,9.2,19.6,1.3,9.0,13.1,16.0,1.3,7.0,10.1,12.0,1.9,4.0,5.1,6.0,,,,,,,,,,,,,,0.7,1.7,7.5,15.4,2.0,0.7,2.0,2.0,2.4,12.0,2.0,1.0,1.0,4.0,,,,,,0.5,2.9,7.8,21.2,0.4,10.7,28.8,96.1,0.8,2.1,4.7,20.9,3.0,3.0,3.0
BU05130402,,Hoevenbuurt,Gouda,Buurt     ,1,1.1,0.4,8.9,19.0,1.1,8.2,13.0,16.0,1.6,6.8,10.0,12.0,2.1,3.2,5.0,6.0,,,,,,,,,,,,,,0.9,0.8,6.1,14.7,2.3,0.9,2.3,2.0,2.4,11.2,2.3,1.0,1.0,3.8,,,,,,0.6,2.3,7.1,19.9,0.5,7.6,24.7,90.2,0.8,2.0,4.4,20.4,3.4,3.3,3.3
BU05130403,,"Lusten-, Burgen- en Steinenbuurt",Gouda,Buurt     ,1,0.4,2.5,10.3,22.0,0.6,9.5,13.0,16.0,1.0,7.3,10.0,12.0,1.3,4.2,5.0,6.0,,,,,,,,,,,,,,0.7,1.3,9.2,15.3,2.1,0.9,2.1,2.0,3.0,12.0,2.1,1.0,1.0,4.0,,,,,,0.8,1.6,8.3,21.0,0.8,6.8,36.3,95.9,0.8,2.0,5.0,20.6,3.3,2.8,2.8
BU05130404,,Grassen- Waterbuurt,Gouda,Buurt     ,1,0.7,2.4,10.5,22.7,0.8,9.3,13.0,16.0,0.8,7.2,10.0,12.0,1.2,4.0,5.0,6.0,,,,,,,,,,,,,,1.1,0.3,9.9,15.0,2.1,1.2,2.1,2.0,3.0,12.0,2.1,1.0,1.0,4.0,,,,,,1.1,0.2,9.0,21.0,1.1,1.4,37.8,96.0,1.1,2.0,5.0,19.5,3.5,2.7,2.7
BU05130405,,Bodegraafsestraatweg,Gouda,Buurt     ,1,1.7,0.0,10.3,21.2,1.7,8.7,13.0,15.3,1.7,6.4,10.0,12.0,1.8,4.3,5.0,6.0,,,,,,,,,,,,,,1.7,0.0,9.1,14.5,2.4,1.8,2.4,2.0,3.0,10.1,2.4,1.0,1.0,3.1,,,,,,1.5,0.0,8.7,19.2,1.5,0.0,39.0,90.4,2.5,2.0,5.0,18.2,2.9,3.0,3.0
BU05130406,,De Mammoet,Gouda,Buurt     ,1,0.4,3.5,13.3,23.0,0.4,11.7,13.0,16.0,0.4,8.7,10.0,12.0,0.8,5.0,5.0,6.0,,,,,,,,,,,,,,1.1,0.4,12.1,15.0,1.3,0.8,1.3,2.0,3.0,12.0,1.3,1.0,1.0,4.0,,,,,,1.1,0.2,11.8,21.0,1.1,1.4,63.2,96.6,1.3,2.0,5.0,21.1,2.9,2.1,2.1
BU05130407,,Wervenbuurt,Gouda,Buurt     ,1,0.5,1.2,8.9,19.5,0.5,8.9,13.0,16.0,1.3,6.9,10.0,12.0,1.7,4.0,5.0,6.0,,,,,,,,,,,,,,1.1,0.3,7.3,15.0,2.6,1.3,2.6,2.0,3.0,12.0,2.6,1.0,1.0,4.0,,,,,,1.2,0.1,7.3,20.6,1.2,0.9,24.9,94.8,1.2,2.0,5.0,18.9,3.9,3.2,3.2
BU05130500,,Ouwe Gouwe,Gouda,Buurt     ,1,0.6,1.9,17.3,22.8,0.4,13.0,13.0,14.6,0.5,10.0,10.0,11.1,0.4,5.0,5.0,6.0,,,,,,,,,,,,,,0.4,3.8,13.6,15.9,1.0,0.5,1.0,2.0,3.0,11.8,1.0,1.0,1.0,3.6,,,,,,0.7,1.2,17.2,21.8,0.4,9.2,83.1,95.4,1.4,2.0,5.0,20.6,2.3,1.3,1.3
BU05130501,,Statensingel,Gouda,Buurt     ,1,0.7,2.3,16.9,22.9,0.4,13.0,13.0,15.6,0.4,10.0,10.0,11.6,0.4,5.0,5.0,6.0,,,,,,,,,,,,,,0.3,5.8,13.4,16.0,0.4,0.3,0.4,2.0,3.0,13.8,0.4,1.0,1.0,4.0,,,,,,0.4,2.8,17.2,21.9,0.4,18.9,82.6,95.6,0.8,2.0,5.0,21.1,2.0,0.8,0.8
BU05130502,,Wethouder Venteweg,Gouda,Buurt     ,1,0.6,1.8,15.3,21.3,0.9,11.5,13.0,14.0,1.4,8.7,10.0,11.0,0.9,5.0,5.0,6.0,,,,,,,,,,,,,,0.7,2.2,11.9,15.4,1.8,1.0,1.8,2.0,3.0,10.0,1.8,1.0,1.0,3.0,,,,,,0.9,0.6,12.3,21.3,0.9,4.0,67.2,95.0,2.0,2.0,4.3,19.1,1.9,1.9,1.9
BU05130503,,Achterwillenseweg,Gouda,Buurt     ,1,0.5,1.3,16.0,21.0,0.9,12.4,13.0,14.0,1.4,9.5,10.0,11.0,0.9,5.0,5.0,6.0,,,,,,,,,,,,,,0.7,2.1,12.3,15.2,1.8,1.0,1.8,2.0,3.0,10.0,1.8,1.0,1.0,3.0,,,,,,0.7,1.0,11.6,21.1,0.7,3.9,66.2,95.0,2.0,2.0,4.2,19.3,1.9,1.9,1.9
BU05130504,,Slagenbuurt,Gouda,Buurt     ,1,0.8,0.7,14.7,22.0,1.1,11.7,13.0,14.1,1.4,8.7,10.0,11.0,1.1,5.0,5.0,6.0,,,,,,,,,,,,,,1.0,0.8,13.0,15.0,2.0,1.2,2.0,2.0,3.0,10.4,2.0,1.0,1.0,3.2,,,,,,0.3,1.0,12.9,21.0,0.3,2.1,66.4,95.6,2.1,2.0,5.0,18.8,2.2,2.2,2.2
BU05130505,,Middenwillens,Gouda,Buurt     ,1,1.1,0.4,10.3,21.6,1.6,7.5,13.0,14.0,2.1,5.4,10.0,11.0,1.6,4.6,5.0,6.0,,,,,,,,,,,,,,1.4,0.1,9.2,15.3,2.5,1.6,2.5,2.0,2.2,10.0,2.5,1.0,1.0,3.0,,,,,,1.3,0.1,8.1,21.8,1.3,0.1,37.0,98.0,2.7,2.0,3.3,18.6,2.3,2.3,2.6
BU05130509,,De Goudse Hout,Gouda,Buurt     ,1,1.3,0.4,9.0,20.7,1.9,6.1,13.0,14.0,2.2,4.1,10.0,11.0,1.9,4.0,5.0,6.0,,,,,,,,,,,,,,1.8,0.3,7.1,14.7,2.8,1.9,2.8,2.0,2.6,9.5,2.8,1.0,1.0,2.7,,,,,,1.4,0.3,6.0,20.7,1.4,0.3,29.1,92.6,2.9,2.0,3.6,17.9,2.7,2.6,3.0
BU05130600,,Oosterwei,Gouda,Buurt     ,1,0.6,1.2,11.7,23.0,0.7,7.6,13.0,14.0,2.3,5.6,10.0,11.0,0.7,4.2,5.0,6.0,,,,,,,,,,,,,,0.9,1.2,10.9,16.1,2.7,0.3,2.7,2.0,2.0,11.0,2.7,1.0,1.0,3.0,,,,,,0.4,2.1,12.9,22.9,0.3,3.2,72.7,99.2,2.6,2.0,3.0,20.0,1.3,1.1,2.3
BU05130601,,Vreewijk,Gouda,Buurt     ,1,0.3,2.8,15.7,22.9,0.3,10.7,13.0,14.2,1.9,8.7,10.0,11.2,0.3,5.0,5.0,6.0,,,,,,,,,,,,,,0.4,2.1,11.0,16.7,2.4,0.4,2.4,2.0,2.2,11.7,2.4,1.0,1.0,3.0,,,,,,0.5,2.0,13.0,23.0,0.5,3.4,73.0,98.4,2.1,2.0,3.6,20.0,1.0,1.4,1.8
BU05130602,,Voorwillenseweg,Gouda,Buurt     ,1,0.4,2.7,14.7,22.5,0.7,10.6,13.0,14.0,1.8,8.3,10.0,11.0,0.7,5.0,5.0,6.0,,,,,,,,,,,,,,0.6,2.3,11.3,16.6,2.2,0.5,2.2,2.0,2.6,10.8,2.2,1.0,1.0,3.0,,,,,,0.8,2.1,12.6,22.8,0.7,3.8,72.8,98.3,2.2,2.0,3.6,20.0,1.3,1.1,1.9
BU05130603,,Kadenbuurt,Gouda,Buurt     ,1,0.7,2.3,17.4,21.0,1.1,12.1,13.0,14.3,1.3,9.9,10.0,11.3,1.1,5.0,5.0,6.0,,,,,,,,,,,,,,0.5,3.0,13.1,15.7,1.5,0.8,1.5,2.0,2.1,11.9,1.5,1.0,1.0,3.1,,,,,,0.8,1.5,15.8,22.0,0.6,17.9,79.5,95.1,1.0,2.0,3.5,20.0,1.4,0.8,0.8
BU05130604,,Kort Haarlem,Gouda,Buurt     ,1,0.6,2.2,15.9,21.8,0.8,11.0,13.0,14.6,1.9,9.0,10.0,11.6,0.8,5.0,5.0,6.0,,,,,,,,,,,,,,0.4,2.3,11.2,16.3,2.2,0.9,2.2,2.0,2.2,12.0,2.2,1.0,1.0,3.0,,,,,,1.1,0.7,13.5,22.4,0.5,5.4,73.4,96.1,1.7,2.0,3.3,20.1,0.9,1.6,1.6
